"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Urk";"2006";"20 tot 25 jaar";"1479";"772";"707";"1037";"667";"370";"439";"104";"335";"-";"-";"-";"3";"1";"2";"0184"
"Urk";"2006";"25 tot 30 jaar";"1264";"651";"613";"345";"242";"103";"904";"408";"496";"1";"-";"1";"14";"1";"13";"0184"
"Urk";"2006";"30 tot 35 jaar";"1110";"582";"528";"163";"114";"49";"922";"461";"461";"2";"-";"2";"23";"7";"16";"0184"
"Urk";"2006";"35 tot 40 jaar";"1232";"638";"594";"98";"58";"40";"1098";"565";"533";"4";"-";"4";"32";"15";"17";"0184"
"Urk";"2006";"40 tot 45 jaar";"1118";"583";"535";"92";"48";"44";"989";"520";"469";"10";"3";"7";"27";"12";"15";"0184"
"Urk";"2006";"45 tot 50 jaar";"879";"433";"446";"64";"25";"39";"771";"395";"376";"21";"3";"18";"23";"10";"13";"0184"
"Urk";"2006";"50 tot 55 jaar";"761";"393";"368";"38";"19";"19";"681";"360";"321";"18";"3";"15";"24";"11";"13";"0184"
"Urk";"2006";"55 tot 60 jaar";"672";"344";"328";"27";"14";"13";"600";"315";"285";"31";"8";"23";"14";"7";"7";"0184"
"Urk";"2006";"60 tot 65 jaar";"488";"244";"244";"16";"11";"5";"404";"221";"183";"46";"3";"43";"22";"9";"13";"0184"
"Urk";"2006";"65 tot 70 jaar";"419";"206";"213";"30";"15";"15";"317";"179";"138";"59";"7";"52";"13";"5";"8";"0184"
"Urk";"2006";"70 tot 75 jaar";"308";"137";"171";"14";"8";"6";"213";"120";"93";"72";"7";"65";"9";"2";"7";"0184"
"Urk";"2006";"75 tot 80 jaar";"223";"82";"141";"11";"4";"7";"100";"67";"33";"107";"8";"99";"5";"3";"2";"0184"
"Urk";"2006";"80 tot 85 jaar";"145";"48";"97";"10";"8";"2";"42";"28";"14";"90";"12";"78";"3";"-";"3";"0184"
"Urk";"2006";"85 tot 90 jaar";"67";"22";"45";"4";"3";"1";"17";"9";"8";"45";"10";"35";"1";"-";"1";"0184"
"Urk";"2006";"90 tot 95 jaar";"26";"7";"19";"-";"-";"-";"2";"2";"-";"22";"4";"18";"2";"1";"1";"0184"
"Urk";"2006";"95 jaar of ouder";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-";"0184"
"Utrecht (gemeente)";"2006";"Totaal leeftijden";"280949";"135514";"145435";"169065";"84299";"84766";"83478";"41891";"41587";"11503";"2058";"9445";"16903";"7266";"9637";"0344"
"Utrecht (gemeente)";"2006";"Jonger dan 5 jaar";"19079";"9796";"9283";"19079";"9796";"9283";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0344"
"Utrecht (gemeente)";"2006";"5 tot 10 jaar";"14075";"7207";"6868";"14075";"7207";"6868";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0344"
"Utrecht (gemeente)";"2006";"10 tot 15 jaar";"12274";"6307";"5967";"12274";"6307";"5967";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0344"
"Utrecht (gemeente)";"2006";"15 tot 20 jaar";"15631";"7130";"8501";"15584";"7128";"8456";"47";"2";"45";"-";"-";"-";"-";"-";"-";"0344"
"Utrecht (gemeente)";"2006";"20 tot 25 jaar";"30305";"12511";"17794";"28748";"12202";"16546";"1479";"300";"1179";"-";"-";"-";"78";"9";"69";"0344"
"Utrecht (gemeente)";"2006";"25 tot 30 jaar";"31522";"14930";"16592";"26304";"13035";"13269";"4869";"1799";"3070";"8";"1";"7";"341";"95";"246";"0344"
"Utrecht (gemeente)";"2006";"30 tot 35 jaar";"29472";"15113";"14359";"18772";"10362";"8410";"9744";"4381";"5363";"25";"6";"19";"931";"364";"567";"0344"
"Utrecht (gemeente)";"2006";"35 tot 40 jaar";"25252";"13306";"11946";"12222";"6866";"5356";"11247";"5673";"5574";"72";"13";"59";"1711";"754";"957";"0344"
"Utrecht (gemeente)";"2006";"40 tot 45 jaar";"20171";"10603";"9568";"7648";"4176";"3472";"10191";"5340";"4851";"103";"29";"74";"2229";"1058";"1171";"0344"
"Utrecht (gemeente)";"2006";"45 tot 50 jaar";"16638";"8455";"8183";"5356";"2881";"2475";"8728";"4471";"4257";"166";"43";"123";"2388";"1060";"1328";"0344"
"Utrecht (gemeente)";"2006";"50 tot 55 jaar";"13881";"6967";"6914";"3557";"2021";"1536";"7615";"3798";"3817";"313";"61";"252";"2396";"1087";"1309";"0344"
"Utrecht (gemeente)";"2006";"55 tot 60 jaar";"13390";"6673";"6717";"2060";"1124";"936";"8243";"4249";"3994";"588";"140";"448";"2499";"1160";"1339";"0344"
"Utrecht (gemeente)";"2006";"60 tot 65 jaar";"9362";"4453";"4909";"882";"417";"465";"6197";"3238";"2959";"730";"155";"575";"1553";"643";"910";"0344"
"Utrecht (gemeente)";"2006";"65 tot 70 jaar";"8742";"4221";"4521";"704";"305";"399";"5791";"3238";"2553";"1099";"204";"895";"1148";"474";"674";"0344"
"Utrecht (gemeente)";"2006";"70 tot 75 jaar";"6964";"3138";"3826";"562";"207";"355";"4135";"2337";"1798";"1558";"306";"1252";"709";"288";"421";"0344"
"Utrecht (gemeente)";"2006";"75 tot 80 jaar";"5861";"2272";"3589";"530";"148";"382";"2830";"1626";"1204";"2055";"342";"1713";"446";"156";"290";"0344"
"Utrecht (gemeente)";"2006";"80 tot 85 jaar";"4679";"1543";"3136";"386";"81";"305";"1689";"1006";"683";"2309";"373";"1936";"295";"83";"212";"0344"
"Utrecht (gemeente)";"2006";"85 tot 90 jaar";"2491";"666";"1825";"205";"23";"182";"558";"352";"206";"1598";"259";"1339";"130";"32";"98";"0344"
"Utrecht (gemeente)";"2006";"90 tot 95 jaar";"946";"197";"749";"89";"11";"78";"105";"77";"28";"716";"108";"608";"36";"1";"35";"0344"
"Utrecht (gemeente)";"2006";"95 jaar of ouder";"214";"26";"188";"28";"2";"26";"10";"4";"6";"163";"18";"145";"13";"2";"11";"0344"
"Utrechtse Heuvelrug";"2006";"Totaal leeftijden";"48957";"23646";"25311";"20307";"10694";"9613";"22596";"11289";"11307";"3369";"593";"2776";"2685";"1070";"1615";"1581"
"Utrechtse Heuvelrug";"2006";"Jonger dan 5 jaar";"2711";"1382";"1329";"2711";"1382";"1329";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1581"
"Utrechtse Heuvelrug";"2006";"5 tot 10 jaar";"3094";"1591";"1503";"3094";"1591";"1503";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1581"
"Utrechtse Heuvelrug";"2006";"10 tot 15 jaar";"3077";"1591";"1486";"3077";"1591";"1486";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1581"
"Utrechtse Heuvelrug";"2006";"15 tot 20 jaar";"3115";"1692";"1423";"3114";"1692";"1422";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1581"
"Utrechtse Heuvelrug";"2006";"20 tot 25 jaar";"2127";"1189";"938";"2004";"1161";"843";"122";"28";"94";"-";"-";"-";"1";"-";"1";"1581"
"Utrechtse Heuvelrug";"2006";"25 tot 30 jaar";"1785";"937";"848";"1363";"784";"579";"399";"147";"252";"3";"-";"3";"20";"6";"14";"1581"
"Utrechtse Heuvelrug";"2006";"30 tot 35 jaar";"2359";"1104";"1255";"1113";"621";"492";"1154";"451";"703";"7";"1";"6";"85";"31";"54";"1581"
"Utrechtse Heuvelrug";"2006";"35 tot 40 jaar";"3562";"1702";"1860";"1061";"579";"482";"2266";"1024";"1242";"10";"3";"7";"225";"96";"129";"1581"
"Utrechtse Heuvelrug";"2006";"40 tot 45 jaar";"3921";"1925";"1996";"824";"454";"370";"2756";"1317";"1439";"20";"4";"16";"321";"150";"171";"1581"
"Utrechtse Heuvelrug";"2006";"45 tot 50 jaar";"3650";"1812";"1838";"569";"316";"253";"2665";"1329";"1336";"29";"8";"21";"387";"159";"228";"1581"
"Utrechtse Heuvelrug";"2006";"50 tot 55 jaar";"3319";"1652";"1667";"384";"205";"179";"2505";"1276";"1229";"85";"19";"66";"345";"152";"193";"1581"
"Utrechtse Heuvelrug";"2006";"55 tot 60 jaar";"3794";"1851";"1943";"265";"132";"133";"2973";"1494";"1479";"120";"34";"86";"436";"191";"245";"1581"
"Utrechtse Heuvelrug";"2006";"60 tot 65 jaar";"2892";"1386";"1506";"147";"54";"93";"2275";"1201";"1074";"216";"40";"176";"254";"91";"163";"1581"
"Utrechtse Heuvelrug";"2006";"65 tot 70 jaar";"2596";"1203";"1393";"104";"40";"64";"1984";"1037";"947";"291";"45";"246";"217";"81";"136";"1581"
"Utrechtse Heuvelrug";"2006";"70 tot 75 jaar";"2187";"960";"1227";"116";"38";"78";"1495";"798";"697";"424";"69";"355";"152";"55";"97";"1581"
"Utrechtse Heuvelrug";"2006";"75 tot 80 jaar";"1953";"845";"1108";"114";"29";"85";"1162";"668";"494";"585";"120";"465";"92";"28";"64";"1581"
"Utrechtse Heuvelrug";"2006";"80 tot 85 jaar";"1453";"499";"954";"119";"16";"103";"588";"348";"240";"668";"113";"555";"78";"22";"56";"1581"
"Utrechtse Heuvelrug";"2006";"85 tot 90 jaar";"817";"229";"588";"73";"7";"66";"191";"129";"62";"506";"85";"421";"47";"8";"39";"1581"
"Utrechtse Heuvelrug";"2006";"90 tot 95 jaar";"427";"80";"347";"42";"1";"41";"52";"36";"16";"312";"43";"269";"21";"-";"21";"1581"
"Utrechtse Heuvelrug";"2006";"95 jaar of ouder";"118";"16";"102";"13";"1";"12";"8";"6";"2";"93";"9";"84";"4";"-";"4";"1581"
"Vaals";"2006";"Totaal leeftijden";"10068";"4999";"5069";"3737";"2113";"1624";"4863";"2439";"2424";"755";"141";"614";"713";"306";"407";"0981"
"Vaals";"2006";"Jonger dan 5 jaar";"379";"211";"168";"379";"211";"168";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0981"
"Vaals";"2006";"5 tot 10 jaar";"470";"236";"234";"470";"236";"234";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0981"
"Vaals";"2006";"10 tot 15 jaar";"595";"320";"275";"595";"320";"275";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0981"
"Vaals";"2006";"15 tot 20 jaar";"511";"281";"230";"509";"280";"229";"2";"1";"1";"-";"-";"-";"-";"-";"-";"0981"
"Vaals";"2006";"20 tot 25 jaar";"411";"208";"203";"391";"204";"187";"19";"4";"15";"-";"-";"-";"1";"-";"1";"0981"
"Vaals";"2006";"25 tot 30 jaar";"417";"213";"204";"319";"178";"141";"91";"34";"57";"-";"-";"-";"7";"1";"6";"0981"
"Vaals";"2006";"30 tot 35 jaar";"456";"230";"226";"214";"130";"84";"225";"94";"131";"-";"-";"-";"17";"6";"11";"0981"
"Vaals";"2006";"35 tot 40 jaar";"731";"382";"349";"241";"154";"87";"430";"200";"230";"-";"-";"-";"60";"28";"32";"0981"
"Vaals";"2006";"40 tot 45 jaar";"924";"435";"489";"209";"120";"89";"617";"283";"334";"6";"2";"4";"92";"30";"62";"0981"
"Vaals";"2006";"45 tot 50 jaar";"897";"468";"429";"144";"94";"50";"627";"322";"305";"11";"3";"8";"115";"49";"66";"0981"
"Vaals";"2006";"50 tot 55 jaar";"837";"415";"422";"84";"62";"22";"620";"295";"325";"21";"4";"17";"112";"54";"58";"0981"
"Vaals";"2006";"55 tot 60 jaar";"812";"401";"411";"41";"30";"11";"639";"316";"323";"32";"7";"25";"100";"48";"52";"0981"
"Vaals";"2006";"60 tot 65 jaar";"722";"375";"347";"39";"33";"6";"554";"289";"265";"53";"11";"42";"76";"42";"34";"0981"
"Vaals";"2006";"65 tot 70 jaar";"587";"296";"291";"31";"20";"11";"440";"244";"196";"59";"9";"50";"57";"23";"34";"0981"
"Vaals";"2006";"70 tot 75 jaar";"429";"203";"226";"19";"14";"5";"268";"154";"114";"107";"23";"84";"35";"12";"23";"0981"
"Vaals";"2006";"75 tot 80 jaar";"394";"172";"222";"21";"11";"10";"206";"124";"82";"147";"28";"119";"20";"9";"11";"0981"
"Vaals";"2006";"80 tot 85 jaar";"296";"98";"198";"18";"10";"8";"94";"58";"36";"172";"28";"144";"12";"2";"10";"0981"
"Vaals";"2006";"85 tot 90 jaar";"137";"41";"96";"9";"4";"5";"27";"18";"9";"96";"18";"78";"5";"1";"4";"0981"
"Vaals";"2006";"90 tot 95 jaar";"54";"14";"40";"4";"2";"2";"4";"3";"1";"42";"8";"34";"4";"1";"3";"0981"
"Vaals";"2006";"95 jaar of ouder";"9";"-";"9";"-";"-";"-";"-";"-";"-";"9";"-";"9";"-";"-";"-";"0981"
"Valkenburg aan de Geul";"2006";"Totaal leeftijden";"17280";"8581";"8699";"6665";"3655";"3010";"8237";"4129";"4108";"1236";"249";"987";"1142";"548";"594";"0994"
"Valkenburg aan de Geul";"2006";"Jonger dan 5 jaar";"712";"388";"324";"712";"388";"324";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0994"
"Valkenburg aan de Geul";"2006";"5 tot 10 jaar";"867";"453";"414";"867";"453";"414";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0994"
"Valkenburg aan de Geul";"2006";"10 tot 15 jaar";"950";"469";"481";"950";"469";"481";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0994"
"Valkenburg aan de Geul";"2006";"15 tot 20 jaar";"907";"497";"410";"906";"497";"409";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0994"
"Valkenburg aan de Geul";"2006";"20 tot 25 jaar";"741";"403";"338";"725";"398";"327";"16";"5";"11";"-";"-";"-";"-";"-";"-";"0994"
"Valkenburg aan de Geul";"2006";"25 tot 30 jaar";"779";"380";"399";"641";"344";"297";"127";"34";"93";"-";"-";"-";"11";"2";"9";"0994"
"Valkenburg aan de Geul";"2006";"30 tot 35 jaar";"864";"459";"405";"455";"293";"162";"366";"151";"215";"2";"-";"2";"41";"15";"26";"0994"
"Valkenburg aan de Geul";"2006";"35 tot 40 jaar";"1220";"599";"621";"352";"220";"132";"770";"339";"431";"-";"-";"-";"98";"40";"58";"0994"
"Valkenburg aan de Geul";"2006";"40 tot 45 jaar";"1453";"743";"710";"263";"174";"89";"1017";"493";"524";"9";"3";"6";"164";"73";"91";"0994"
"Valkenburg aan de Geul";"2006";"45 tot 50 jaar";"1385";"722";"663";"181";"111";"70";"1015";"521";"494";"21";"7";"14";"168";"83";"85";"0994"
"Valkenburg aan de Geul";"2006";"50 tot 55 jaar";"1341";"666";"675";"131";"88";"43";"996";"474";"522";"32";"8";"24";"182";"96";"86";"0994"
"Valkenburg aan de Geul";"2006";"55 tot 60 jaar";"1406";"712";"694";"95";"53";"42";"1100";"553";"547";"48";"14";"34";"163";"92";"71";"0994"
"Valkenburg aan de Geul";"2006";"60 tot 65 jaar";"1195";"606";"589";"69";"40";"29";"915";"484";"431";"97";"25";"72";"114";"57";"57";"0994"
"Valkenburg aan de Geul";"2006";"65 tot 70 jaar";"1011";"483";"528";"74";"43";"31";"717";"378";"339";"136";"22";"114";"84";"40";"44";"0994"
"Valkenburg aan de Geul";"2006";"70 tot 75 jaar";"864";"413";"451";"72";"36";"36";"555";"313";"242";"177";"34";"143";"60";"30";"30";"0994"
"Valkenburg aan de Geul";"2006";"75 tot 80 jaar";"692";"300";"392";"58";"25";"33";"364";"208";"156";"243";"55";"188";"27";"12";"15";"0994"
"Valkenburg aan de Geul";"2006";"80 tot 85 jaar";"507";"177";"330";"47";"11";"36";"197";"124";"73";"244";"38";"206";"19";"4";"15";"0994"
"Valkenburg aan de Geul";"2006";"85 tot 90 jaar";"252";"86";"166";"36";"10";"26";"65";"44";"21";"145";"30";"115";"6";"2";"4";"0994"
"Valkenburg aan de Geul";"2006";"90 tot 95 jaar";"109";"22";"87";"20";"1";"19";"15";"7";"8";"70";"12";"58";"4";"2";"2";"0994"
"Valkenburg aan de Geul";"2006";"95 jaar of ouder";"25";"3";"22";"11";"1";"10";"1";"1";"-";"12";"1";"11";"1";"-";"1";"0994"
"Valkenswaard";"2006";"Totaal leeftijden";"30924";"15230";"15694";"12372";"6651";"5721";"14843";"7425";"7418";"1819";"342";"1477";"1890";"812";"1078";"0858"
"Valkenswaard";"2006";"Jonger dan 5 jaar";"1549";"782";"767";"1549";"782";"767";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0858"
"Valkenswaard";"2006";"5 tot 10 jaar";"1757";"865";"892";"1757";"865";"892";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0858"
"Valkenswaard";"2006";"10 tot 15 jaar";"1875";"922";"953";"1875";"922";"953";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0858"
"Valkenswaard";"2006";"15 tot 20 jaar";"1765";"928";"837";"1765";"928";"837";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0858"
"Valkenswaard";"2006";"20 tot 25 jaar";"1459";"758";"701";"1423";"751";"672";"34";"7";"27";"-";"-";"-";"2";"-";"2";"0858"
"Valkenswaard";"2006";"25 tot 30 jaar";"1480";"744";"736";"1177";"649";"528";"289";"94";"195";"-";"-";"-";"14";"1";"13";"0858"
"Valkenswaard";"2006";"30 tot 35 jaar";"1786";"889";"897";"901";"528";"373";"810";"339";"471";"1";"-";"1";"74";"22";"52";"0858"
"Valkenswaard";"2006";"35 tot 40 jaar";"2321";"1181";"1140";"656";"418";"238";"1485";"683";"802";"4";"2";"2";"176";"78";"98";"0858"
"Valkenswaard";"2006";"40 tot 45 jaar";"2573";"1265";"1308";"424";"279";"145";"1850";"872";"978";"9";"2";"7";"290";"112";"178";"0858"
"Valkenswaard";"2006";"45 tot 50 jaar";"2460";"1265";"1195";"297";"193";"104";"1817";"931";"886";"21";"3";"18";"325";"138";"187";"0858"
"Valkenswaard";"2006";"50 tot 55 jaar";"2313";"1183";"1130";"176";"122";"54";"1830";"930";"900";"50";"13";"37";"257";"118";"139";"0858"
"Valkenswaard";"2006";"55 tot 60 jaar";"2358";"1145";"1213";"103";"73";"30";"1886";"930";"956";"94";"20";"74";"275";"122";"153";"0858"
"Valkenswaard";"2006";"60 tot 65 jaar";"2029";"1050";"979";"63";"44";"19";"1642";"888";"754";"138";"28";"110";"186";"90";"96";"0858"
"Valkenswaard";"2006";"65 tot 70 jaar";"1708";"837";"871";"65";"41";"24";"1306";"682";"624";"193";"48";"145";"144";"66";"78";"0858"
"Valkenswaard";"2006";"70 tot 75 jaar";"1444";"667";"777";"47";"24";"23";"996";"541";"455";"316";"56";"260";"85";"46";"39";"0858"
"Valkenswaard";"2006";"75 tot 80 jaar";"1026";"423";"603";"43";"20";"23";"583";"334";"249";"362";"57";"305";"38";"12";"26";"0858"
"Valkenswaard";"2006";"80 tot 85 jaar";"641";"234";"407";"29";"9";"20";"255";"156";"99";"338";"65";"273";"19";"4";"15";"0858"
"Valkenswaard";"2006";"85 tot 90 jaar";"276";"69";"207";"13";"1";"12";"51";"31";"20";"209";"35";"174";"3";"2";"1";"0858"
"Valkenswaard";"2006";"90 tot 95 jaar";"92";"21";"71";"8";"2";"6";"8";"6";"2";"74";"12";"62";"2";"1";"1";"0858"
"Valkenswaard";"2006";"95 jaar of ouder";"12";"2";"10";"1";"-";"1";"1";"1";"-";"10";"1";"9";"-";"-";"-";"0858"
"Veendam";"2006";"Totaal leeftijden";"28185";"13938";"14247";"11283";"6106";"5177";"13257";"6629";"6628";"1972";"428";"1544";"1673";"775";"898";"0047"
"Veendam";"2006";"Jonger dan 5 jaar";"1507";"787";"720";"1507";"787";"720";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0047"
"Veendam";"2006";"5 tot 10 jaar";"1632";"842";"790";"1632";"842";"790";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0047"
"Veendam";"2006";"10 tot 15 jaar";"1664";"829";"835";"1664";"829";"835";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0047"
"Veendam";"2006";"15 tot 20 jaar";"1622";"831";"791";"1619";"831";"788";"2";"-";"2";"-";"-";"-";"1";"-";"1";"0047"
"Veendam";"2006";"20 tot 25 jaar";"1413";"744";"669";"1347";"726";"621";"62";"17";"45";"-";"-";"-";"4";"1";"3";"0047"
"Veendam";"2006";"25 tot 30 jaar";"1482";"734";"748";"1051";"604";"447";"410";"125";"285";"-";"-";"-";"21";"5";"16";"0047"
"Veendam";"2006";"30 tot 35 jaar";"1859";"962";"897";"821";"486";"335";"941";"433";"508";"2";"1";"1";"95";"42";"53";"0047"
"Veendam";"2006";"35 tot 40 jaar";"2129";"1101";"1028";"577";"352";"225";"1354";"651";"703";"7";"3";"4";"191";"95";"96";"0047"
"Veendam";"2006";"40 tot 45 jaar";"2244";"1129";"1115";"424";"262";"162";"1553";"744";"809";"13";"6";"7";"254";"117";"137";"0047"
"Veendam";"2006";"45 tot 50 jaar";"2029";"1010";"1019";"219";"137";"82";"1526";"752";"774";"32";"6";"26";"252";"115";"137";"0047"
"Veendam";"2006";"50 tot 55 jaar";"2123";"1040";"1083";"126";"76";"50";"1650";"806";"844";"72";"17";"55";"275";"141";"134";"0047"
"Veendam";"2006";"55 tot 60 jaar";"2195";"1143";"1052";"87";"56";"31";"1769";"935";"834";"117";"42";"75";"222";"110";"112";"0047"
"Veendam";"2006";"60 tot 65 jaar";"1635";"832";"803";"61";"42";"19";"1333";"698";"635";"121";"27";"94";"120";"65";"55";"0047"
"Veendam";"2006";"65 tot 70 jaar";"1323";"639";"684";"37";"25";"12";"983";"527";"456";"198";"46";"152";"105";"41";"64";"0047"
"Veendam";"2006";"70 tot 75 jaar";"1080";"518";"562";"27";"20";"7";"750";"413";"337";"246";"60";"186";"57";"25";"32";"0047"
"Veendam";"2006";"75 tot 80 jaar";"900";"365";"535";"27";"14";"13";"496";"274";"222";"334";"65";"269";"43";"12";"31";"0047"
"Veendam";"2006";"80 tot 85 jaar";"765";"273";"492";"26";"10";"16";"308";"174";"134";"412";"84";"328";"19";"5";"14";"0047"
"Veendam";"2006";"85 tot 90 jaar";"416";"112";"304";"23";"6";"17";"97";"63";"34";"284";"42";"242";"12";"1";"11";"0047"
"Veendam";"2006";"90 tot 95 jaar";"142";"38";"104";"5";"1";"4";"21";"15";"6";"114";"22";"92";"2";"-";"2";"0047"
"Veendam";"2006";"95 jaar of ouder";"25";"9";"16";"3";"-";"3";"2";"2";"-";"20";"7";"13";"-";"-";"-";"0047"
"Veenendaal";"2006";"Totaal leeftijden";"61669";"30258";"31411";"26982";"14157";"12825";"28882";"14445";"14437";"2907";"521";"2386";"2898";"1135";"1763";"0345"
"Veenendaal";"2006";"Jonger dan 5 jaar";"4458";"2320";"2138";"4458";"2320";"2138";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0345"
"Veenendaal";"2006";"5 tot 10 jaar";"4445";"2268";"2177";"4445";"2268";"2177";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0345"
"Veenendaal";"2006";"10 tot 15 jaar";"4248";"2176";"2072";"4248";"2176";"2072";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0345"
"Veenendaal";"2006";"15 tot 20 jaar";"4142";"2070";"2072";"4131";"2070";"2061";"11";"-";"11";"-";"-";"-";"-";"-";"-";"0345"
"Veenendaal";"2006";"20 tot 25 jaar";"3882";"1965";"1917";"3395";"1844";"1551";"480";"119";"361";"-";"-";"-";"7";"2";"5";"0345"
"Veenendaal";"2006";"25 tot 30 jaar";"3792";"1871";"1921";"2160";"1208";"952";"1563";"637";"926";"4";"2";"2";"65";"24";"41";"0345"
"Veenendaal";"2006";"30 tot 35 jaar";"4323";"2101";"2222";"1331";"794";"537";"2797";"1243";"1554";"3";"1";"2";"192";"63";"129";"0345"
"Veenendaal";"2006";"35 tot 40 jaar";"4995";"2512";"2483";"944";"564";"380";"3668";"1798";"1870";"11";"4";"7";"372";"146";"226";"0345"
"Veenendaal";"2006";"40 tot 45 jaar";"4539";"2307";"2232";"602";"341";"261";"3437";"1762";"1675";"21";"2";"19";"479";"202";"277";"0345"
"Veenendaal";"2006";"45 tot 50 jaar";"4334";"2160";"2174";"409";"233";"176";"3424";"1726";"1698";"46";"10";"36";"455";"191";"264";"0345"
"Veenendaal";"2006";"50 tot 55 jaar";"4100";"1998";"2102";"262";"123";"139";"3357";"1688";"1669";"92";"27";"65";"389";"160";"229";"0345"
"Veenendaal";"2006";"55 tot 60 jaar";"3989";"1980";"2009";"202";"93";"109";"3285";"1713";"1572";"168";"36";"132";"334";"138";"196";"0345"
"Veenendaal";"2006";"60 tot 65 jaar";"2731";"1333";"1398";"111";"45";"66";"2206";"1170";"1036";"211";"35";"176";"203";"83";"120";"0345"
"Veenendaal";"2006";"65 tot 70 jaar";"2305";"1087";"1218";"83";"32";"51";"1773";"935";"838";"290";"52";"238";"159";"68";"91";"0345"
"Veenendaal";"2006";"70 tot 75 jaar";"1942";"863";"1079";"59";"21";"38";"1349";"743";"606";"433";"76";"357";"101";"23";"78";"0345"
"Veenendaal";"2006";"75 tot 80 jaar";"1567";"646";"921";"69";"20";"49";"889";"513";"376";"539";"92";"447";"70";"21";"49";"0345"
"Veenendaal";"2006";"80 tot 85 jaar";"1097";"402";"695";"43";"4";"39";"498";"301";"197";"513";"90";"423";"43";"7";"36";"0345"
"Veenendaal";"2006";"85 tot 90 jaar";"557";"156";"401";"13";"1";"12";"125";"82";"43";"397";"67";"330";"22";"6";"16";"0345"
"Veenendaal";"2006";"90 tot 95 jaar";"187";"38";"149";"14";"-";"14";"20";"15";"5";"150";"22";"128";"3";"1";"2";"0345"
"Veenendaal";"2006";"95 jaar of ouder";"36";"5";"31";"3";"-";"3";"-";"-";"-";"29";"5";"24";"4";"-";"4";"0345"
"Veere";"2006";"Totaal leeftijden";"21946";"11064";"10882";"8649";"4776";"3873";"11204";"5604";"5600";"1256";"285";"971";"837";"399";"438";"0717"
"Veere";"2006";"Jonger dan 5 jaar";"1141";"571";"570";"1141";"571";"570";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0717"
"Veere";"2006";"5 tot 10 jaar";"1490";"790";"700";"1490";"790";"700";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0717"
"Veere";"2006";"10 tot 15 jaar";"1456";"752";"704";"1456";"752";"704";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0717"
"Veere";"2006";"15 tot 20 jaar";"1336";"726";"610";"1335";"726";"609";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0717"
"Veere";"2006";"20 tot 25 jaar";"950";"536";"414";"860";"515";"345";"90";"21";"69";"-";"-";"-";"-";"-";"-";"0717"
"Veere";"2006";"25 tot 30 jaar";"914";"478";"436";"557";"335";"222";"349";"142";"207";"2";"-";"2";"6";"1";"5";"0717"
"Veere";"2006";"30 tot 35 jaar";"1108";"542";"566";"398";"246";"152";"679";"286";"393";"1";"-";"1";"30";"10";"20";"0717"
