"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Veere";"2006";"35 tot 40 jaar";"1524";"776";"748";"368";"220";"148";"1085";"525";"560";"4";"2";"2";"67";"29";"38";"0717"
"Veere";"2006";"40 tot 45 jaar";"1520";"769";"751";"259";"171";"88";"1147";"546";"601";"7";"2";"5";"107";"50";"57";"0717"
"Veere";"2006";"45 tot 50 jaar";"1607";"795";"812";"188";"114";"74";"1296";"627";"669";"19";"5";"14";"104";"49";"55";"0717"
"Veere";"2006";"50 tot 55 jaar";"1639";"822";"817";"137";"86";"51";"1324";"658";"666";"40";"12";"28";"138";"66";"72";"0717"
"Veere";"2006";"55 tot 60 jaar";"1864";"933";"931";"113";"69";"44";"1512";"763";"749";"71";"17";"54";"168";"84";"84";"0717"
"Veere";"2006";"60 tot 65 jaar";"1431";"715";"716";"74";"42";"32";"1182";"607";"575";"88";"23";"65";"87";"43";"44";"0717"
"Veere";"2006";"65 tot 70 jaar";"1192";"617";"575";"75";"41";"34";"967";"533";"434";"108";"19";"89";"42";"24";"18";"0717"
"Veere";"2006";"70 tot 75 jaar";"968";"467";"501";"51";"31";"20";"707";"381";"326";"162";"33";"129";"48";"22";"26";"0717"
"Veere";"2006";"75 tot 80 jaar";"800";"378";"422";"63";"33";"30";"488";"282";"206";"229";"50";"179";"20";"13";"7";"0717"
"Veere";"2006";"80 tot 85 jaar";"554";"223";"331";"52";"23";"29";"244";"145";"99";"248";"50";"198";"10";"5";"5";"0717"
"Veere";"2006";"85 tot 90 jaar";"303";"130";"173";"19";"8";"11";"106";"70";"36";"172";"50";"122";"6";"2";"4";"0717"
"Veere";"2006";"90 tot 95 jaar";"127";"39";"88";"10";"3";"7";"24";"16";"8";"90";"20";"70";"3";"-";"3";"0717"
"Veere";"2006";"95 jaar of ouder";"22";"5";"17";"3";"-";"3";"3";"2";"1";"15";"2";"13";"1";"1";"-";"0717"
"Veghel";"2006";"Totaal leeftijden";"36777";"18443";"18334";"16376";"8791";"7585";"17265";"8635";"8630";"1605";"345";"1260";"1531";"672";"859";"0860"
"Veghel";"2006";"Jonger dan 5 jaar";"2361";"1189";"1172";"2361";"1189";"1172";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0860"
"Veghel";"2006";"5 tot 10 jaar";"2459";"1236";"1223";"2459";"1236";"1223";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0860"
"Veghel";"2006";"10 tot 15 jaar";"2475";"1267";"1208";"2475";"1267";"1208";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0860"
"Veghel";"2006";"15 tot 20 jaar";"2365";"1215";"1150";"2363";"1215";"1148";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0860"
"Veghel";"2006";"20 tot 25 jaar";"1981";"1049";"932";"1875";"1020";"855";"105";"29";"76";"-";"-";"-";"1";"-";"1";"0860"
"Veghel";"2006";"25 tot 30 jaar";"2121";"1080";"1041";"1546";"890";"656";"551";"182";"369";"-";"-";"-";"24";"8";"16";"0860"
"Veghel";"2006";"30 tot 35 jaar";"2395";"1261";"1134";"1061";"677";"384";"1275";"569";"706";"2";"-";"2";"57";"15";"42";"0860"
"Veghel";"2006";"35 tot 40 jaar";"2942";"1480";"1462";"718";"455";"263";"2036";"949";"1087";"11";"5";"6";"177";"71";"106";"0860"
"Veghel";"2006";"40 tot 45 jaar";"2980";"1523";"1457";"476";"314";"162";"2240";"1092";"1148";"19";"6";"13";"245";"111";"134";"0860"
"Veghel";"2006";"45 tot 50 jaar";"2903";"1473";"1430";"266";"183";"83";"2334";"1147";"1187";"34";"10";"24";"269";"133";"136";"0860"
"Veghel";"2006";"50 tot 55 jaar";"2615";"1322";"1293";"159";"95";"64";"2150";"1092";"1058";"58";"17";"41";"248";"118";"130";"0860"
"Veghel";"2006";"55 tot 60 jaar";"2469";"1314";"1155";"108";"75";"33";"2062";"1121";"941";"93";"17";"76";"206";"101";"105";"0860"
"Veghel";"2006";"60 tot 65 jaar";"1828";"951";"877";"78";"59";"19";"1502";"803";"699";"115";"30";"85";"133";"59";"74";"0860"
"Veghel";"2006";"65 tot 70 jaar";"1517";"737";"780";"89";"48";"41";"1187";"627";"560";"166";"39";"127";"75";"23";"52";"0860"
"Veghel";"2006";"70 tot 75 jaar";"1326";"616";"710";"75";"29";"46";"934";"504";"430";"259";"61";"198";"58";"22";"36";"0860"
"Veghel";"2006";"75 tot 80 jaar";"953";"405";"548";"85";"18";"67";"554";"320";"234";"294";"61";"233";"20";"6";"14";"0860"
"Veghel";"2006";"80 tot 85 jaar";"667";"227";"440";"99";"15";"84";"260";"154";"106";"296";"55";"241";"12";"3";"9";"0860"
"Veghel";"2006";"85 tot 90 jaar";"290";"78";"212";"46";"5";"41";"62";"38";"24";"178";"34";"144";"4";"1";"3";"0860"
"Veghel";"2006";"90 tot 95 jaar";"108";"18";"90";"27";"1";"26";"9";"7";"2";"70";"9";"61";"2";"1";"1";"0860"
"Veghel";"2006";"95 jaar of ouder";"22";"2";"20";"10";"-";"10";"2";"1";"1";"10";"1";"9";"-";"-";"-";"0860"
"Veldhoven";"2006";"Totaal leeftijden";"43716";"21956";"21760";"18767";"10226";"8541";"20515";"10241";"10274";"2022";"429";"1593";"2412";"1060";"1352";"0861"
"Veldhoven";"2006";"Jonger dan 5 jaar";"2437";"1293";"1144";"2437";"1293";"1144";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0861"
"Veldhoven";"2006";"5 tot 10 jaar";"2645";"1337";"1308";"2645";"1337";"1308";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0861"
"Veldhoven";"2006";"10 tot 15 jaar";"2754";"1423";"1331";"2754";"1423";"1331";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0861"
"Veldhoven";"2006";"15 tot 20 jaar";"2646";"1342";"1304";"2645";"1342";"1303";"-";"-";"-";"-";"-";"-";"1";"-";"1";"0861"
"Veldhoven";"2006";"20 tot 25 jaar";"2226";"1182";"1044";"2155";"1166";"989";"68";"16";"52";"-";"-";"-";"3";"-";"3";"0861"
"Veldhoven";"2006";"25 tot 30 jaar";"2447";"1233";"1214";"1880";"1048";"832";"546";"179";"367";"-";"-";"-";"21";"6";"15";"0861"
"Veldhoven";"2006";"30 tot 35 jaar";"2807";"1456";"1351";"1354";"841";"513";"1338";"578";"760";"4";"-";"4";"111";"37";"74";"0861"
"Veldhoven";"2006";"35 tot 40 jaar";"3467";"1784";"1683";"1016";"636";"380";"2165";"1029";"1136";"5";"-";"5";"281";"119";"162";"0861"
"Veldhoven";"2006";"40 tot 45 jaar";"3741";"1837";"1904";"672";"420";"252";"2693";"1262";"1431";"20";"4";"16";"356";"151";"205";"0861"
"Veldhoven";"2006";"45 tot 50 jaar";"3599";"1821";"1778";"479";"299";"180";"2658";"1316";"1342";"39";"11";"28";"423";"195";"228";"0861"
"Veldhoven";"2006";"50 tot 55 jaar";"3140";"1634";"1506";"304";"187";"117";"2422";"1249";"1173";"60";"22";"38";"354";"176";"178";"0861"
"Veldhoven";"2006";"55 tot 60 jaar";"3105";"1596";"1509";"155";"98";"57";"2557";"1326";"1231";"114";"36";"78";"279";"136";"143";"0861"
"Veldhoven";"2006";"60 tot 65 jaar";"2432";"1204";"1228";"77";"49";"28";"1987";"1018";"969";"168";"40";"128";"200";"97";"103";"0861"
"Veldhoven";"2006";"65 tot 70 jaar";"2065";"1025";"1040";"62";"31";"31";"1606";"877";"729";"232";"45";"187";"165";"72";"93";"0861"
"Veldhoven";"2006";"70 tot 75 jaar";"1853";"843";"1010";"57";"31";"26";"1305";"693";"612";"372";"77";"295";"119";"42";"77";"0861"
"Veldhoven";"2006";"75 tot 80 jaar";"1308";"559";"749";"39";"15";"24";"765";"439";"326";"442";"87";"355";"62";"18";"44";"0861"
"Veldhoven";"2006";"80 tot 85 jaar";"688";"287";"401";"22";"9";"13";"322";"203";"119";"323";"69";"254";"21";"6";"15";"0861"
"Veldhoven";"2006";"85 tot 90 jaar";"254";"75";"179";"11";"1";"10";"70";"46";"24";"160";"23";"137";"13";"5";"8";"0861"
"Veldhoven";"2006";"90 tot 95 jaar";"84";"24";"60";"1";"-";"1";"12";"9";"3";"69";"15";"54";"2";"-";"2";"0861"
"Veldhoven";"2006";"95 jaar of ouder";"18";"1";"17";"2";"-";"2";"1";"1";"-";"14";"-";"14";"1";"-";"1";"0861"
"Velsen";"2006";"Totaal leeftijden";"67678";"33333";"34345";"29189";"15683";"13506";"29838";"14916";"14922";"4344";"833";"3511";"4307";"1901";"2406";"0453"
"Velsen";"2006";"Jonger dan 5 jaar";"3901";"1997";"1904";"3901";"1997";"1904";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0453"
"Velsen";"2006";"5 tot 10 jaar";"4490";"2357";"2133";"4490";"2357";"2133";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0453"
"Velsen";"2006";"10 tot 15 jaar";"4480";"2319";"2161";"4480";"2319";"2161";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0453"
"Velsen";"2006";"15 tot 20 jaar";"4082";"2131";"1951";"4075";"2130";"1945";"7";"1";"6";"-";"-";"-";"-";"-";"-";"0453"
"Velsen";"2006";"20 tot 25 jaar";"3076";"1594";"1482";"2904";"1548";"1356";"166";"45";"121";"-";"-";"-";"6";"1";"5";"0453"
"Velsen";"2006";"25 tot 30 jaar";"3175";"1555";"1620";"2377";"1305";"1072";"757";"240";"517";"2";"-";"2";"39";"10";"29";"0453"
"Velsen";"2006";"30 tot 35 jaar";"4033";"1994";"2039";"1998";"1146";"852";"1851";"780";"1071";"5";"-";"5";"179";"68";"111";"0453"
"Velsen";"2006";"35 tot 40 jaar";"5493";"2651";"2842";"1620";"958";"662";"3398";"1515";"1883";"18";"3";"15";"457";"175";"282";"0453"
"Velsen";"2006";"40 tot 45 jaar";"6065";"3087";"2978";"1131";"694";"437";"4198";"2078";"2120";"38";"11";"27";"698";"304";"394";"0453"
"Velsen";"2006";"45 tot 50 jaar";"5257";"2657";"2600";"763";"451";"312";"3805";"1881";"1924";"54";"13";"41";"635";"312";"323";"0453"
"Velsen";"2006";"50 tot 55 jaar";"4477";"2334";"2143";"458";"296";"162";"3312";"1717";"1595";"105";"33";"72";"602";"288";"314";"0453"
"Velsen";"2006";"55 tot 60 jaar";"4671";"2382";"2289";"322";"189";"133";"3608";"1889";"1719";"180";"38";"142";"561";"266";"295";"0453"
"Velsen";"2006";"60 tot 65 jaar";"3229";"1628";"1601";"190";"106";"84";"2423";"1299";"1124";"274";"68";"206";"342";"155";"187";"0453"
"Velsen";"2006";"65 tot 70 jaar";"2949";"1409";"1540";"128";"75";"53";"2128";"1105";"1023";"378";"90";"288";"315";"139";"176";"0453"
"Velsen";"2006";"70 tot 75 jaar";"2687";"1183";"1504";"103";"41";"62";"1785";"940";"845";"581";"103";"478";"218";"99";"119";"0453"
"Velsen";"2006";"75 tot 80 jaar";"2499";"1013";"1486";"115";"40";"75";"1382";"776";"606";"862";"148";"714";"140";"49";"91";"0453"
"Velsen";"2006";"80 tot 85 jaar";"1853";"698";"1155";"72";"19";"53";"743";"476";"267";"964";"177";"787";"74";"26";"48";"0453"
"Velsen";"2006";"85 tot 90 jaar";"899";"257";"642";"45";"10";"35";"215";"131";"84";"609";"109";"500";"30";"7";"23";"0453"
"Velsen";"2006";"90 tot 95 jaar";"293";"78";"215";"12";"2";"10";"54";"40";"14";"218";"34";"184";"9";"2";"7";"0453"
"Velsen";"2006";"95 jaar of ouder";"69";"9";"60";"5";"-";"5";"6";"3";"3";"56";"6";"50";"2";"-";"2";"0453"
"Venlo";"2006";"Totaal leeftijden";"92052";"45608";"46444";"39188";"21216";"17972";"40818";"20462";"20356";"5742";"1087";"4655";"6304";"2843";"3461";"0983"
"Venlo";"2006";"Jonger dan 5 jaar";"5029";"2561";"2468";"5029";"2561";"2468";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0983"
"Venlo";"2006";"5 tot 10 jaar";"4953";"2468";"2485";"4953";"2468";"2485";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0983"
"Venlo";"2006";"10 tot 15 jaar";"5434";"2768";"2666";"5434";"2768";"2666";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0983"
"Venlo";"2006";"15 tot 20 jaar";"5532";"2826";"2706";"5515";"2824";"2691";"17";"2";"15";"-";"-";"-";"-";"-";"-";"0983"
"Venlo";"2006";"20 tot 25 jaar";"5013";"2563";"2450";"4605";"2466";"2139";"398";"97";"301";"-";"-";"-";"10";"-";"10";"0983"
"Venlo";"2006";"25 tot 30 jaar";"5560";"2840";"2720";"3999";"2290";"1709";"1444";"516";"928";"6";"1";"5";"111";"33";"78";"0983"
"Venlo";"2006";"30 tot 35 jaar";"6084";"3133";"2951";"2788";"1695";"1093";"2933";"1320";"1613";"13";"2";"11";"350";"116";"234";"0983"
"Venlo";"2006";"35 tot 40 jaar";"7048";"3644";"3404";"2040";"1289";"751";"4323";"2074";"2249";"14";"3";"11";"671";"278";"393";"0983"
"Venlo";"2006";"40 tot 45 jaar";"7342";"3797";"3545";"1512";"974";"538";"4837";"2359";"2478";"52";"14";"38";"941";"450";"491";"0983"
"Venlo";"2006";"45 tot 50 jaar";"7172";"3671";"3501";"999";"640";"359";"5071";"2505";"2566";"111";"29";"82";"991";"497";"494";"0983"
"Venlo";"2006";"50 tot 55 jaar";"6720";"3444";"3276";"667";"446";"221";"4891";"2483";"2408";"169";"43";"126";"993";"472";"521";"0983"
"Venlo";"2006";"55 tot 60 jaar";"6792";"3510";"3282";"449";"301";"148";"5184";"2695";"2489";"304";"92";"212";"855";"422";"433";"0983"
"Venlo";"2006";"60 tot 65 jaar";"4801";"2426";"2375";"261";"164";"97";"3668";"1947";"1721";"380";"90";"290";"492";"225";"267";"0983"
"Venlo";"2006";"65 tot 70 jaar";"4374";"2063";"2311";"236";"121";"115";"3171";"1669";"1502";"584";"112";"472";"383";"161";"222";"0983"
"Venlo";"2006";"70 tot 75 jaar";"3712";"1637";"2075";"223";"103";"120";"2375";"1268";"1107";"875";"165";"710";"239";"101";"138";"0983"
"Venlo";"2006";"75 tot 80 jaar";"3055";"1228";"1827";"197";"56";"141";"1563";"924";"639";"1151";"199";"952";"144";"49";"95";"0983"
"Venlo";"2006";"80 tot 85 jaar";"2075";"718";"1357";"149";"28";"121";"741";"464";"277";"1100";"195";"905";"85";"31";"54";"0983"
"Venlo";"2006";"85 tot 90 jaar";"949";"244";"705";"71";"13";"58";"171";"119";"52";"679";"105";"574";"28";"7";"21";"0983"
"Venlo";"2006";"90 tot 95 jaar";"326";"58";"268";"45";"8";"37";"29";"19";"10";"245";"31";"214";"7";"-";"7";"0983"
"Venlo";"2006";"95 jaar of ouder";"81";"9";"72";"16";"1";"15";"2";"1";"1";"59";"6";"53";"4";"1";"3";"0983"
"Venray";"2006";"Totaal leeftijden";"39043";"19744";"19299";"17329";"9535";"7794";"17637";"8825";"8812";"1851";"385";"1466";"2226";"999";"1227";"0984"
"Venray";"2006";"Jonger dan 5 jaar";"2326";"1160";"1166";"2326";"1160";"1166";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0984"
"Venray";"2006";"5 tot 10 jaar";"2682";"1400";"1282";"2682";"1400";"1282";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0984"
"Venray";"2006";"10 tot 15 jaar";"2590";"1360";"1230";"2590";"1360";"1230";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0984"
"Venray";"2006";"15 tot 20 jaar";"2383";"1253";"1130";"2381";"1253";"1128";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0984"
"Venray";"2006";"20 tot 25 jaar";"1820";"954";"866";"1734";"934";"800";"82";"19";"63";"-";"-";"-";"4";"1";"3";"0984"
"Venray";"2006";"25 tot 30 jaar";"2191";"1117";"1074";"1619";"941";"678";"530";"165";"365";"1";"-";"1";"41";"11";"30";"0984"
"Venray";"2006";"30 tot 35 jaar";"2471";"1278";"1193";"1113";"708";"405";"1241";"526";"715";"5";"2";"3";"112";"42";"70";"0984"
"Venray";"2006";"35 tot 40 jaar";"3163";"1650";"1513";"892";"575";"317";"2035";"969";"1066";"11";"7";"4";"225";"99";"126";"0984"
"Venray";"2006";"40 tot 45 jaar";"3320";"1672";"1648";"598";"368";"230";"2339";"1131";"1208";"22";"3";"19";"361";"170";"191";"0984"
"Venray";"2006";"45 tot 50 jaar";"3136";"1621";"1515";"410";"271";"139";"2352";"1192";"1160";"37";"8";"29";"337";"150";"187";"0984"
"Venray";"2006";"50 tot 55 jaar";"2842";"1463";"1379";"261";"172";"89";"2164";"1100";"1064";"69";"24";"45";"348";"167";"181";"0984"
"Venray";"2006";"55 tot 60 jaar";"2812";"1467";"1345";"197";"134";"63";"2199";"1164";"1035";"107";"29";"78";"309";"140";"169";"0984"
"Venray";"2006";"60 tot 65 jaar";"2118";"1083";"1035";"135";"93";"42";"1636";"846";"790";"143";"41";"102";"204";"103";"101";"0984"
"Venray";"2006";"65 tot 70 jaar";"1859";"924";"935";"116";"77";"39";"1367";"731";"636";"224";"55";"169";"152";"61";"91";"0984"
"Venray";"2006";"70 tot 75 jaar";"1373";"646";"727";"104";"42";"62";"896";"513";"383";"308";"60";"248";"65";"31";"34";"0984"
"Venray";"2006";"75 tot 80 jaar";"938";"385";"553";"75";"29";"46";"487";"270";"217";"336";"70";"266";"40";"16";"24";"0984"
"Venray";"2006";"80 tot 85 jaar";"631";"218";"413";"60";"15";"45";"242";"153";"89";"310";"44";"266";"19";"6";"13";"0984"
"Venray";"2006";"85 tot 90 jaar";"281";"74";"207";"22";"1";"21";"54";"39";"15";"197";"32";"165";"8";"2";"6";"0984"
"Venray";"2006";"90 tot 95 jaar";"94";"17";"77";"12";"2";"10";"10";"6";"4";"71";"9";"62";"1";"-";"1";"0984"
"Venray";"2006";"95 jaar of ouder";"13";"2";"11";"2";"-";"2";"1";"1";"-";"10";"1";"9";"-";"-";"-";"0984"
"Vianen";"2006";"Totaal leeftijden";"19694";"9749";"9945";"8553";"4529";"4024";"9195";"4601";"4594";"870";"179";"691";"1076";"440";"636";"0620"
"Vianen";"2006";"Jonger dan 5 jaar";"1299";"667";"632";"1299";"667";"632";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0620"
"Vianen";"2006";"5 tot 10 jaar";"1251";"622";"629";"1251";"622";"629";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0620"
"Vianen";"2006";"10 tot 15 jaar";"1293";"647";"646";"1293";"647";"646";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0620"
"Vianen";"2006";"15 tot 20 jaar";"1204";"642";"562";"1203";"642";"561";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0620"
"Vianen";"2006";"20 tot 25 jaar";"1052";"518";"534";"992";"504";"488";"58";"12";"46";"-";"-";"-";"2";"2";"-";"0620"
"Vianen";"2006";"25 tot 30 jaar";"1160";"591";"569";"783";"447";"336";"356";"137";"219";"-";"-";"-";"21";"7";"14";"0620"
"Vianen";"2006";"30 tot 35 jaar";"1431";"697";"734";"587";"340";"247";"785";"339";"446";"3";"1";"2";"56";"17";"39";"0620"
"Vianen";"2006";"35 tot 40 jaar";"1620";"811";"809";"454";"265";"189";"1029";"493";"536";"9";"5";"4";"128";"48";"80";"0620"
"Vianen";"2006";"40 tot 45 jaar";"1539";"774";"765";"284";"161";"123";"1084";"539";"545";"11";"1";"10";"160";"73";"87";"0620"
"Vianen";"2006";"45 tot 50 jaar";"1405";"685";"720";"141";"87";"54";"1066";"521";"545";"14";"5";"9";"184";"72";"112";"0620"
"Vianen";"2006";"50 tot 55 jaar";"1416";"693";"723";"96";"60";"36";"1143";"553";"590";"36";"8";"28";"141";"72";"69";"0620"
"Vianen";"2006";"55 tot 60 jaar";"1532";"774";"758";"58";"42";"16";"1232";"652";"580";"79";"19";"60";"163";"61";"102";"0620"
"Vianen";"2006";"60 tot 65 jaar";"1111";"562";"549";"30";"13";"17";"917";"490";"427";"82";"23";"59";"82";"36";"46";"0620"
"Vianen";"2006";"65 tot 70 jaar";"858";"422";"436";"20";"9";"11";"672";"361";"311";"96";"25";"71";"70";"27";"43";"0620"
"Vianen";"2006";"70 tot 75 jaar";"586";"279";"307";"24";"8";"16";"411";"235";"176";"120";"23";"97";"31";"13";"18";"0620"
"Vianen";"2006";"75 tot 80 jaar";"472";"205";"267";"14";"7";"7";"279";"164";"115";"156";"26";"130";"23";"8";"15";"0620"
"Vianen";"2006";"80 tot 85 jaar";"281";"105";"176";"17";"5";"12";"123";"76";"47";"131";"21";"110";"10";"3";"7";"0620"
"Vianen";"2006";"85 tot 90 jaar";"126";"40";"86";"6";"2";"4";"31";"24";"7";"86";"13";"73";"3";"1";"2";"0620"
"Vianen";"2006";"90 tot 95 jaar";"49";"12";"37";"-";"-";"-";"8";"5";"3";"39";"7";"32";"2";"-";"2";"0620"
"Vianen";"2006";"95 jaar of ouder";"9";"3";"6";"1";"1";"-";"-";"-";"-";"8";"2";"6";"-";"-";"-";"0620"
"Vlaardingen";"2006";"Totaal leeftijden";"72553";"35338";"37215";"30566";"16258";"14308";"31608";"15838";"15770";"5094";"987";"4107";"5285";"2255";"3030";"0622"
"Vlaardingen";"2006";"Jonger dan 5 jaar";"3871";"1958";"1913";"3871";"1958";"1913";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0622"
"Vlaardingen";"2006";"5 tot 10 jaar";"3881";"2046";"1835";"3881";"2046";"1835";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0622"
"Vlaardingen";"2006";"10 tot 15 jaar";"4128";"2161";"1967";"4128";"2161";"1967";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0622"
"Vlaardingen";"2006";"15 tot 20 jaar";"3977";"2015";"1962";"3968";"2015";"1953";"9";"-";"9";"-";"-";"-";"-";"-";"-";"0622"
"Vlaardingen";"2006";"20 tot 25 jaar";"4098";"1999";"2099";"3714";"1917";"1797";"360";"80";"280";"1";"-";"1";"23";"2";"21";"0622"
"Vlaardingen";"2006";"25 tot 30 jaar";"4458";"2211";"2247";"3222";"1744";"1478";"1144";"441";"703";"-";"-";"-";"92";"26";"66";"0622"
"Vlaardingen";"2006";"30 tot 35 jaar";"4988";"2507";"2481";"2434";"1410";"1024";"2262";"1003";"1259";"8";"3";"5";"284";"91";"193";"0622"
"Vlaardingen";"2006";"35 tot 40 jaar";"5534";"2801";"2733";"1747";"1024";"723";"3200";"1549";"1651";"14";"3";"11";"573";"225";"348";"0622"
"Vlaardingen";"2006";"40 tot 45 jaar";"5283";"2680";"2603";"1115";"661";"454";"3436";"1693";"1743";"32";"11";"21";"700";"315";"385";"0622"
"Vlaardingen";"2006";"45 tot 50 jaar";"5056";"2425";"2631";"780";"439";"341";"3448";"1624";"1824";"58";"13";"45";"770";"349";"421";"0622"
"Vlaardingen";"2006";"50 tot 55 jaar";"4993";"2529";"2464";"545";"327";"218";"3580";"1821";"1759";"129";"35";"94";"739";"346";"393";"0622"
"Vlaardingen";"2006";"55 tot 60 jaar";"5511";"2716";"2795";"388";"226";"162";"4109";"2085";"2024";"245";"62";"183";"769";"343";"426";"0622"
"Vlaardingen";"2006";"60 tot 65 jaar";"3699";"1809";"1890";"182";"101";"81";"2792";"1449";"1343";"304";"64";"240";"421";"195";"226";"0622"
"Vlaardingen";"2006";"65 tot 70 jaar";"3490";"1706";"1784";"164";"89";"75";"2509";"1358";"1151";"453";"92";"361";"364";"167";"197";"0622"
"Vlaardingen";"2006";"70 tot 75 jaar";"3051";"1396";"1655";"139";"63";"76";"1995";"1102";"893";"679";"134";"545";"238";"97";"141";"0622"
"Vlaardingen";"2006";"75 tot 80 jaar";"2832";"1166";"1666";"120";"45";"75";"1557";"873";"684";"988";"188";"800";"167";"60";"107";"0622"
"Vlaardingen";"2006";"80 tot 85 jaar";"2059";"764";"1295";"88";"15";"73";"869";"542";"327";"1011";"173";"838";"91";"34";"57";"0622"
"Vlaardingen";"2006";"85 tot 90 jaar";"1133";"341";"792";"52";"12";"40";"280";"178";"102";"764";"148";"616";"37";"3";"34";"0622"
"Vlaardingen";"2006";"90 tot 95 jaar";"419";"94";"325";"22";"5";"17";"54";"36";"18";"327";"51";"276";"16";"2";"14";"0622"
"Vlaardingen";"2006";"95 jaar of ouder";"92";"14";"78";"6";"-";"6";"4";"4";"-";"81";"10";"71";"1";"-";"1";"0622"
"Vlagtwedde";"2006";"Totaal leeftijden";"16614";"8236";"8378";"6339";"3526";"2813";"8098";"4052";"4046";"1337";"255";"1082";"840";"403";"437";"0048"
"Vlagtwedde";"2006";"Jonger dan 5 jaar";"866";"428";"438";"866";"428";"438";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0048"
"Vlagtwedde";"2006";"5 tot 10 jaar";"888";"452";"436";"888";"452";"436";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0048"
"Vlagtwedde";"2006";"10 tot 15 jaar";"1004";"540";"464";"1004";"540";"464";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0048"
"Vlagtwedde";"2006";"15 tot 20 jaar";"942";"490";"452";"940";"489";"451";"2";"1";"1";"-";"-";"-";"-";"-";"-";"0048"
"Vlagtwedde";"2006";"20 tot 25 jaar";"695";"372";"323";"669";"364";"305";"23";"7";"16";"-";"-";"-";"3";"1";"2";"0048"
"Vlagtwedde";"2006";"25 tot 30 jaar";"717";"383";"334";"528";"325";"203";"178";"55";"123";"1";"-";"1";"10";"3";"7";"0048"
"Vlagtwedde";"2006";"30 tot 35 jaar";"976";"494";"482";"430";"257";"173";"505";"222";"283";"1";"1";"-";"40";"14";"26";"0048"
"Vlagtwedde";"2006";"35 tot 40 jaar";"1131";"575";"556";"300";"190";"110";"739";"342";"397";"3";"1";"2";"89";"42";"47";"0048"
"Vlagtwedde";"2006";"40 tot 45 jaar";"1328";"668";"660";"243";"158";"85";"946";"448";"498";"6";"1";"5";"133";"61";"72";"0048"
"Vlagtwedde";"2006";"45 tot 50 jaar";"1280";"649";"631";"133";"89";"44";"984";"488";"496";"16";"2";"14";"147";"70";"77";"0048"
"Vlagtwedde";"2006";"50 tot 55 jaar";"1257";"647";"610";"86";"62";"24";"1010";"513";"497";"38";"10";"28";"123";"62";"61";"0048"
"Vlagtwedde";"2006";"55 tot 60 jaar";"1336";"662";"674";"78";"49";"29";"1072";"538";"534";"71";"13";"58";"115";"62";"53";"0048"
"Vlagtwedde";"2006";"60 tot 65 jaar";"1030";"511";"519";"58";"47";"11";"802";"413";"389";"93";"12";"81";"77";"39";"38";"0048"
"Vlagtwedde";"2006";"65 tot 70 jaar";"923";"448";"475";"43";"33";"10";"696";"364";"332";"147";"35";"112";"37";"16";"21";"0048"
