"";"Geslacht";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen"
"";"Onderwerpen";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"Regio's";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Nederlek";"Totaal leeftijden";"7197";"7194";"2343";"626";"4106";"341";"1638";"186";"1941";"41";"78";"3";"7493";"7465";"2159";"922";"4103";"334";"1636";"190";"1943";"220";"61";"28"
"Nederlek";"0 tot 5 jaar";"396";"396";"392";" ";" ";" ";" ";" ";" ";" ";"4";"-";"429";"429";"426";" ";" ";" ";" ";" ";" ";" ";"3";"-"
"Nederlek";"5 tot 10 jaar";"475";"475";"472";" ";" ";" ";" ";" ";" ";" ";"3";"-";"465";"465";"461";" ";" ";" ";" ";" ";" ";" ";"4";"-"
"Nederlek";"10 tot 15 jaar";"478";"478";"478";" ";" ";" ";" ";" ";" ";" ";"-";"-";"509";"509";"508";" ";" ";" ";" ";" ";" ";" ";"1";"-"
"Nederlek";"15 tot 20 jaar";"483";"483";"476";"3";"-";"-";"-";"-";"-";"-";"4";"-";"476";"476";"468";"2";"5";"5";"-";"-";"-";"-";"1";"-"
"Nederlek";"20 tot 25 jaar";"379";"379";"309";"16";"43";"27";"6";"2";"8";"-";"11";"-";"366";"366";"215";"23";"118";"71";"18";"7";"22";"3";"7";"-"
"Nederlek";"25 tot 30 jaar";"369";"369";"111";"67";"180";"84";"36";"9";"51";"-";"11";"-";"347";"347";"47";"42";"248";"82";"54";"19";"93";"7";"3";"-"
"Nederlek";"30 tot 35 jaar";"438";"438";"43";"63";"331";"64";"50";"38";"179";"-";"1";"-";"448";"448";"15";"40";"367";"51";"39";"50";"227";"24";"2";"-"
"Nederlek";"35 tot 40 jaar";"549";"549";"28";"72";"443";"43";"33";"58";"309";"3";"3";"-";"581";"581";"5";"26";"507";"32";"41";"41";"393";"42";"1";"-"
"Nederlek";"40 tot 45 jaar";"598";"598";"14";"66";"510";"31";"51";"36";"392";"6";"2";"-";"602";"602";"4";"19";"537";"16";"47";"48";"426";"41";"1";"-"
"Nederlek";"45 tot 50 jaar";"581";"581";"10";"45";"511";"19";"48";"26";"418";"13";"2";"-";"557";"557";"3";"23";"490";"21";"79";"16";"374";"38";"3";"-"
"Nederlek";"50 tot 55 jaar";"486";"486";"5";"42";"424";"14";"118";"9";"283";"11";"4";"-";"495";"495";"4";"37";"428";"13";"183";"6";"226";"22";"4";"-"
"Nederlek";"55 tot 60 jaar";"578";"578";"5";"51";"510";"22";"305";"6";"177";"2";"10";"-";"533";"533";"1";"60";"450";"6";"337";"3";"104";"14";"8";"-"
"Nederlek";"60 tot 65 jaar";"401";"401";"-";"29";"361";"10";"287";"1";"63";"3";"8";"-";"429";"429";"2";"64";"348";"15";"295";"-";"38";"5";"10";"-"
"Nederlek";"65 tot 70 jaar";"360";"360";"-";"42";"311";"13";"264";"-";"34";"2";"5";"-";"361";"359";"-";"100";"253";"9";"224";"-";"20";"3";"3";"2"
"Nederlek";"70 tot 75 jaar";"249";"249";"-";"34";"210";"2";"196";"-";"12";"-";"5";"-";"284";"284";"-";"110";"164";"6";"146";"-";"12";"6";"4";"-"
"Nederlek";"75 tot 80 jaar";"197";"196";"-";"40";"155";"7";"138";"-";"10";"-";"1";"1";"237";"233";"-";"104";"125";"3";"114";"-";"8";"3";"1";"4"
