"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Boxmeer";"2006";"Totaal leeftijden";"28950";"14399";"14551";"12490";"6654";"5836";"13764";"6885";"6879";"1462";"296";"1166";"1234";"564";"670";"0756"
"Boxmeer";"2006";"Jonger dan 5 jaar";"1689";"856";"833";"1689";"856";"833";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0756"
"Boxmeer";"2006";"5 tot 10 jaar";"1996";"996";"1000";"1996";"996";"1000";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0756"
"Boxmeer";"2006";"10 tot 15 jaar";"1976";"990";"986";"1976";"990";"986";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0756"
"Boxmeer";"2006";"15 tot 20 jaar";"1777";"879";"898";"1776";"879";"897";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0756"
"Boxmeer";"2006";"20 tot 25 jaar";"1233";"646";"587";"1188";"637";"551";"42";"9";"33";"-";"-";"-";"3";"-";"3";"0756"
"Boxmeer";"2006";"25 tot 30 jaar";"1326";"687";"639";"1014";"594";"420";"298";"91";"207";"2";"-";"2";"12";"2";"10";"0756"
"Boxmeer";"2006";"30 tot 35 jaar";"1668";"834";"834";"768";"458";"310";"831";"354";"477";"3";"-";"3";"66";"22";"44";"0756"
"Boxmeer";"2006";"35 tot 40 jaar";"2211";"1119";"1092";"562";"353";"209";"1515";"698";"817";"3";"-";"3";"131";"68";"63";"0756"
"Boxmeer";"2006";"40 tot 45 jaar";"2596";"1327";"1269";"410";"268";"142";"1976";"968";"1008";"15";"1";"14";"195";"90";"105";"0756"
"Boxmeer";"2006";"45 tot 50 jaar";"2481";"1265";"1216";"328";"214";"114";"1906";"942";"964";"28";"7";"21";"219";"102";"117";"0756"
"Boxmeer";"2006";"50 tot 55 jaar";"2266";"1153";"1113";"182";"131";"51";"1835";"920";"915";"45";"9";"36";"204";"93";"111";"0756"
"Boxmeer";"2006";"55 tot 60 jaar";"2227";"1164";"1063";"117";"90";"27";"1860";"973";"887";"81";"20";"61";"169";"81";"88";"0756"
"Boxmeer";"2006";"60 tot 65 jaar";"1408";"752";"656";"71";"54";"17";"1146";"628";"518";"101";"23";"78";"90";"47";"43";"0756"
"Boxmeer";"2006";"65 tot 70 jaar";"1284";"643";"641";"77";"53";"24";"951";"508";"443";"178";"48";"130";"78";"34";"44";"0756"
"Boxmeer";"2006";"70 tot 75 jaar";"1138";"501";"637";"95";"35";"60";"764";"407";"357";"247";"46";"201";"32";"13";"19";"0756"
"Boxmeer";"2006";"75 tot 80 jaar";"772";"338";"434";"78";"28";"50";"422";"248";"174";"249";"51";"198";"23";"11";"12";"0756"
"Boxmeer";"2006";"80 tot 85 jaar";"492";"156";"336";"69";"12";"57";"167";"101";"66";"246";"42";"204";"10";"1";"9";"0756"
"Boxmeer";"2006";"85 tot 90 jaar";"280";"65";"215";"61";"4";"57";"41";"31";"10";"176";"30";"146";"2";"-";"2";"0756"
"Boxmeer";"2006";"90 tot 95 jaar";"110";"24";"86";"25";"2";"23";"9";"7";"2";"76";"15";"61";"-";"-";"-";"0756"
"Boxmeer";"2006";"95 jaar of ouder";"20";"4";"16";"8";"-";"8";"-";"-";"-";"12";"4";"8";"-";"-";"-";"0756"
"Boxtel";"2006";"Totaal leeftijden";"29676";"14773";"14903";"12991";"6945";"6046";"13634";"6822";"6812";"1558";"336";"1222";"1493";"670";"823";"0757"
"Boxtel";"2006";"Jonger dan 5 jaar";"1825";"914";"911";"1825";"914";"911";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0757"
"Boxtel";"2006";"5 tot 10 jaar";"1686";"876";"810";"1686";"876";"810";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0757"
"Boxtel";"2006";"10 tot 15 jaar";"1935";"992";"943";"1935";"992";"943";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0757"
"Boxtel";"2006";"15 tot 20 jaar";"1966";"1024";"942";"1966";"1024";"942";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0757"
"Boxtel";"2006";"20 tot 25 jaar";"1648";"860";"788";"1568";"843";"725";"77";"17";"60";"-";"-";"-";"3";"-";"3";"0757"
"Boxtel";"2006";"25 tot 30 jaar";"1685";"849";"836";"1240";"693";"547";"431";"153";"278";"2";"-";"2";"12";"3";"9";"0757"
"Boxtel";"2006";"30 tot 35 jaar";"1917";"955";"962";"853";"511";"342";"1002";"427";"575";"-";"-";"-";"62";"17";"45";"0757"
"Boxtel";"2006";"35 tot 40 jaar";"2070";"1034";"1036";"548";"319";"229";"1370";"657";"713";"3";"-";"3";"149";"58";"91";"0757"
"Boxtel";"2006";"40 tot 45 jaar";"2373";"1203";"1170";"390";"242";"148";"1734";"860";"874";"18";"5";"13";"231";"96";"135";"0757"
"Boxtel";"2006";"45 tot 50 jaar";"2280";"1146";"1134";"277";"184";"93";"1716";"828";"888";"29";"9";"20";"258";"125";"133";"0757"
"Boxtel";"2006";"50 tot 55 jaar";"2148";"1081";"1067";"171";"104";"67";"1693";"847";"846";"43";"10";"33";"241";"120";"121";"0757"
"Boxtel";"2006";"55 tot 60 jaar";"2342";"1204";"1138";"128";"86";"42";"1913";"984";"929";"103";"33";"70";"198";"101";"97";"0757"
"Boxtel";"2006";"60 tot 65 jaar";"1757";"917";"840";"75";"48";"27";"1406";"763";"643";"127";"43";"84";"149";"63";"86";"0757"
"Boxtel";"2006";"65 tot 70 jaar";"1267";"640";"627";"52";"27";"25";"956";"524";"432";"170";"44";"126";"89";"45";"44";"0757"
"Boxtel";"2006";"70 tot 75 jaar";"1066";"494";"572";"68";"33";"35";"696";"380";"316";"250";"55";"195";"52";"26";"26";"0757"
"Boxtel";"2006";"75 tot 80 jaar";"763";"311";"452";"67";"22";"45";"397";"233";"164";"274";"45";"229";"25";"11";"14";"0757"
"Boxtel";"2006";"80 tot 85 jaar";"566";"177";"389";"71";"16";"55";"181";"105";"76";"295";"51";"244";"19";"5";"14";"0757"
"Boxtel";"2006";"85 tot 90 jaar";"261";"75";"186";"45";"9";"36";"51";"36";"15";"160";"30";"130";"5";"-";"5";"0757"
"Boxtel";"2006";"90 tot 95 jaar";"94";"19";"75";"14";"1";"13";"11";"8";"3";"69";"10";"59";"-";"-";"-";"0757"
"Boxtel";"2006";"95 jaar of ouder";"27";"2";"25";"12";"1";"11";"-";"-";"-";"15";"1";"14";"-";"-";"-";"0757"
"Breda";"2006";"Totaal leeftijden";"169709";"82352";"87357";"82157";"42217";"39940";"66961";"33510";"33451";"9214";"1789";"7425";"11377";"4836";"6541";"0758"
"Breda";"2006";"Jonger dan 5 jaar";"10305";"5277";"5028";"10305";"5277";"5028";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0758"
"Breda";"2006";"5 tot 10 jaar";"9592";"4858";"4734";"9592";"4858";"4734";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0758"
"Breda";"2006";"10 tot 15 jaar";"9706";"4853";"4853";"9706";"4853";"4853";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0758"
"Breda";"2006";"15 tot 20 jaar";"9881";"4799";"5082";"9871";"4798";"5073";"9";"1";"8";"-";"-";"-";"1";"-";"1";"0758"
"Breda";"2006";"20 tot 25 jaar";"11739";"5344";"6395";"11251";"5227";"6024";"467";"114";"353";"-";"-";"-";"21";"3";"18";"0758"
"Breda";"2006";"25 tot 30 jaar";"11766";"5696";"6070";"9583";"4987";"4596";"2019";"679";"1340";"8";"-";"8";"156";"30";"126";"0758"
"Breda";"2006";"30 tot 35 jaar";"12439";"6297";"6142";"6962";"3956";"3006";"4973";"2158";"2815";"13";"3";"10";"491";"180";"311";"0758"
"Breda";"2006";"35 tot 40 jaar";"13679";"6953";"6726";"4903";"2874";"2029";"7651";"3631";"4020";"35";"9";"26";"1090";"439";"651";"0758"
"Breda";"2006";"40 tot 45 jaar";"13070";"6644";"6426";"3162";"1866";"1296";"8325";"4074";"4251";"78";"24";"54";"1505";"680";"825";"0758"
"Breda";"2006";"45 tot 50 jaar";"11825";"5899";"5926";"2209";"1270";"939";"7709";"3838";"3871";"135";"36";"99";"1772";"755";"1017";"0758"
"Breda";"2006";"50 tot 55 jaar";"10890";"5513";"5377";"1394";"842";"552";"7576";"3866";"3710";"217";"58";"159";"1703";"747";"956";"0758"
"Breda";"2006";"55 tot 60 jaar";"10951";"5531";"5420";"914";"567";"347";"8001";"4130";"3871";"410";"100";"310";"1626";"734";"892";"0758"
"Breda";"2006";"60 tot 65 jaar";"8532";"4194";"4338";"493";"277";"216";"6286";"3253";"3033";"630";"140";"490";"1123";"524";"599";"0758"
"Breda";"2006";"65 tot 70 jaar";"7170";"3480";"3690";"408";"207";"201";"5105";"2746";"2359";"887";"207";"680";"770";"320";"450";"0758"
"Breda";"2006";"70 tot 75 jaar";"6205";"2800";"3405";"345";"140";"205";"4044";"2188";"1856";"1286";"252";"1034";"530";"220";"310";"0758"
"Breda";"2006";"75 tot 80 jaar";"5327";"2148";"3179";"408";"105";"303";"2792";"1596";"1196";"1804";"320";"1484";"323";"127";"196";"0758"
"Breda";"2006";"80 tot 85 jaar";"3858";"1322";"2536";"342";"69";"273";"1460";"868";"592";"1869";"329";"1540";"187";"56";"131";"0758"
"Breda";"2006";"85 tot 90 jaar";"1940";"566";"1374";"201";"33";"168";"451";"304";"147";"1225";"212";"1013";"63";"17";"46";"0758"
"Breda";"2006";"90 tot 95 jaar";"660";"154";"506";"81";"10";"71";"85";"61";"24";"479";"79";"400";"15";"4";"11";"0758"
"Breda";"2006";"95 jaar of ouder";"174";"24";"150";"27";"1";"26";"8";"3";"5";"138";"20";"118";"1";"-";"1";"0758"
"Breukelen";"2006";"Totaal leeftijden";"14571";"7177";"7394";"6496";"3442";"3054";"6555";"3281";"3274";"793";"141";"652";"727";"313";"414";"0311"
"Breukelen";"2006";"Jonger dan 5 jaar";"1031";"538";"493";"1031";"538";"493";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0311"
"Breukelen";"2006";"5 tot 10 jaar";"1030";"547";"483";"1030";"547";"483";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0311"
"Breukelen";"2006";"10 tot 15 jaar";"909";"441";"468";"909";"441";"468";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0311"
"Breukelen";"2006";"15 tot 20 jaar";"858";"407";"451";"857";"407";"450";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0311"
"Breukelen";"2006";"20 tot 25 jaar";"664";"385";"279";"630";"375";"255";"33";"9";"24";"-";"-";"-";"1";"1";"-";"0311"
"Breukelen";"2006";"25 tot 30 jaar";"693";"378";"315";"531";"321";"210";"159";"57";"102";"-";"-";"-";"3";"-";"3";"0311"
"Breukelen";"2006";"30 tot 35 jaar";"872";"415";"457";"408";"231";"177";"437";"175";"262";"-";"-";"-";"27";"9";"18";"0311"
"Breukelen";"2006";"35 tot 40 jaar";"1232";"592";"640";"377";"208";"169";"782";"363";"419";"3";"1";"2";"70";"20";"50";"0311"
"Breukelen";"2006";"40 tot 45 jaar";"1239";"631";"608";"246";"129";"117";"875";"443";"432";"5";"1";"4";"113";"58";"55";"0311"
"Breukelen";"2006";"45 tot 50 jaar";"1076";"539";"537";"140";"81";"59";"832";"414";"418";"17";"3";"14";"87";"41";"46";"0311"
"Breukelen";"2006";"50 tot 55 jaar";"986";"494";"492";"113";"67";"46";"751";"377";"374";"19";"8";"11";"103";"42";"61";"0311"
"Breukelen";"2006";"55 tot 60 jaar";"984";"491";"493";"66";"36";"30";"759";"394";"365";"41";"10";"31";"118";"51";"67";"0311"
"Breukelen";"2006";"60 tot 65 jaar";"789";"382";"407";"48";"24";"24";"611";"312";"299";"57";"7";"50";"73";"39";"34";"0311"
"Breukelen";"2006";"65 tot 70 jaar";"647";"302";"345";"26";"10";"16";"476";"248";"228";"85";"15";"70";"60";"29";"31";"0311"
"Breukelen";"2006";"70 tot 75 jaar";"576";"279";"297";"27";"13";"14";"401";"233";"168";"110";"20";"90";"38";"13";"25";"0311"
"Breukelen";"2006";"75 tot 80 jaar";"423";"173";"250";"28";"8";"20";"249";"138";"111";"129";"21";"108";"17";"6";"11";"0311"
"Breukelen";"2006";"80 tot 85 jaar";"307";"115";"192";"18";"4";"14";"126";"79";"47";"152";"29";"123";"11";"3";"8";"0311"
"Breukelen";"2006";"85 tot 90 jaar";"173";"49";"124";"6";"2";"4";"47";"27";"20";"117";"20";"97";"3";"-";"3";"0311"
"Breukelen";"2006";"90 tot 95 jaar";"67";"17";"50";"3";"-";"3";"15";"11";"4";"46";"5";"41";"3";"1";"2";"0311"
"Breukelen";"2006";"95 jaar of ouder";"15";"2";"13";"2";"-";"2";"1";"1";"-";"12";"1";"11";"-";"-";"-";"0311"
"Brielle";"2006";"Totaal leeftijden";"15990";"7910";"8080";"6359";"3416";"2943";"7815";"3917";"3898";"850";"162";"688";"966";"415";"551";"0501"
"Brielle";"2006";"Jonger dan 5 jaar";"894";"459";"435";"894";"459";"435";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0501"
"Brielle";"2006";"5 tot 10 jaar";"937";"465";"472";"937";"465";"472";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0501"
"Brielle";"2006";"10 tot 15 jaar";"984";"504";"480";"984";"504";"480";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0501"
"Brielle";"2006";"15 tot 20 jaar";"917";"498";"419";"917";"498";"419";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0501"
"Brielle";"2006";"20 tot 25 jaar";"692";"369";"323";"663";"365";"298";"28";"4";"24";"1";"-";"1";"-";"-";"-";"0501"
"Brielle";"2006";"25 tot 30 jaar";"707";"325";"382";"508";"268";"240";"193";"55";"138";"-";"-";"-";"6";"2";"4";"0501"
"Brielle";"2006";"30 tot 35 jaar";"967";"461";"506";"434";"245";"189";"495";"207";"288";"1";"-";"1";"37";"9";"28";"0501"
"Brielle";"2006";"35 tot 40 jaar";"1337";"653";"684";"386";"232";"154";"825";"381";"444";"6";"1";"5";"120";"39";"81";"0501"
"Brielle";"2006";"40 tot 45 jaar";"1463";"745";"718";"263";"156";"107";"1018";"508";"510";"13";"5";"8";"169";"76";"93";"0501"
"Brielle";"2006";"45 tot 50 jaar";"1275";"648";"627";"149";"87";"62";"964";"485";"479";"12";"4";"8";"150";"72";"78";"0501"
"Brielle";"2006";"50 tot 55 jaar";"1204";"603";"601";"77";"52";"25";"968";"480";"488";"28";"9";"19";"131";"62";"69";"0501"
"Brielle";"2006";"55 tot 60 jaar";"1380";"681";"699";"53";"30";"23";"1137";"566";"571";"52";"19";"33";"138";"66";"72";"0501"
"Brielle";"2006";"60 tot 65 jaar";"971";"494";"477";"25";"16";"9";"794";"430";"364";"73";"13";"60";"79";"35";"44";"0501"
"Brielle";"2006";"65 tot 70 jaar";"756";"376";"380";"22";"16";"6";"577";"322";"255";"92";"11";"81";"65";"27";"38";"0501"
"Brielle";"2006";"70 tot 75 jaar";"560";"249";"311";"9";"4";"5";"388";"210";"178";"130";"23";"107";"33";"12";"21";"0501"
"Brielle";"2006";"75 tot 80 jaar";"473";"222";"251";"16";"12";"4";"280";"173";"107";"155";"28";"127";"22";"9";"13";"0501"
"Brielle";"2006";"80 tot 85 jaar";"280";"104";"176";"13";"6";"7";"110";"67";"43";"148";"26";"122";"9";"5";"4";"0501"
"Brielle";"2006";"85 tot 90 jaar";"127";"38";"89";"3";"1";"2";"30";"23";"7";"90";"14";"76";"4";"-";"4";"0501"
"Brielle";"2006";"90 tot 95 jaar";"56";"14";"42";"4";"-";"4";"7";"5";"2";"42";"8";"34";"3";"1";"2";"0501"
"Brielle";"2006";"95 jaar of ouder";"10";"2";"8";"2";"-";"2";"1";"1";"-";"7";"1";"6";"-";"-";"-";"0501"
"Bronckhorst";"2006";"Totaal leeftijden";"37700";"18730";"18970";"15306";"8358";"6948";"18614";"9302";"9312";"2521";"491";"2030";"1259";"579";"680";"1876"
"Bronckhorst";"2006";"Jonger dan 5 jaar";"2176";"1082";"1094";"2176";"1082";"1094";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1876"
"Bronckhorst";"2006";"5 tot 10 jaar";"2337";"1188";"1149";"2337";"1188";"1149";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1876"
"Bronckhorst";"2006";"10 tot 15 jaar";"2565";"1245";"1320";"2565";"1245";"1320";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1876"
"Bronckhorst";"2006";"15 tot 20 jaar";"2067";"1055";"1012";"2066";"1055";"1011";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1876"
"Bronckhorst";"2006";"20 tot 25 jaar";"1450";"820";"630";"1411";"806";"605";"39";"14";"25";"-";"-";"-";"-";"-";"-";"1876"
"Bronckhorst";"2006";"25 tot 30 jaar";"1350";"696";"654";"1091";"618";"473";"250";"73";"177";"-";"-";"-";"9";"5";"4";"1876"
"Bronckhorst";"2006";"30 tot 35 jaar";"2060";"1009";"1051";"1004";"606";"398";"996";"382";"614";"1";"-";"1";"59";"21";"38";"1876"
"Bronckhorst";"2006";"35 tot 40 jaar";"2816";"1428";"1388";"835";"533";"302";"1854";"842";"1012";"7";"1";"6";"120";"52";"68";"1876"
"Bronckhorst";"2006";"40 tot 45 jaar";"3132";"1624";"1508";"588";"387";"201";"2347";"1147";"1200";"9";"3";"6";"188";"87";"101";"1876"
"Bronckhorst";"2006";"45 tot 50 jaar";"2946";"1528";"1418";"368";"254";"114";"2340";"1166";"1174";"33";"11";"22";"205";"97";"108";"1876"
"Bronckhorst";"2006";"50 tot 55 jaar";"2805";"1444";"1361";"242";"163";"79";"2315";"1171";"1144";"64";"19";"45";"184";"91";"93";"1876"
"Bronckhorst";"2006";"55 tot 60 jaar";"2991";"1519";"1472";"183";"142";"41";"2494";"1255";"1239";"126";"30";"96";"188";"92";"96";"1876"
"Bronckhorst";"2006";"60 tot 65 jaar";"2407";"1221";"1186";"119";"88";"31";"1979";"1029";"950";"194";"50";"144";"115";"54";"61";"1876"
"Bronckhorst";"2006";"65 tot 70 jaar";"1954";"955";"999";"98";"64";"34";"1517";"796";"721";"250";"55";"195";"89";"40";"49";"1876"
"Bronckhorst";"2006";"70 tot 75 jaar";"1689";"800";"889";"100";"67";"33";"1197";"654";"543";"353";"63";"290";"39";"16";"23";"1876"
"Bronckhorst";"2006";"75 tot 80 jaar";"1406";"599";"807";"61";"32";"29";"783";"457";"326";"521";"92";"429";"41";"18";"23";"1876"
"Bronckhorst";"2006";"80 tot 85 jaar";"894";"337";"557";"33";"17";"16";"366";"232";"134";"482";"83";"399";"13";"5";"8";"1876"
"Bronckhorst";"2006";"85 tot 90 jaar";"450";"137";"313";"20";"10";"10";"115";"69";"46";"310";"57";"253";"5";"1";"4";"1876"
"Bronckhorst";"2006";"90 tot 95 jaar";"165";"33";"132";"7";"1";"6";"18";"13";"5";"137";"19";"118";"3";"-";"3";"1876"
"Bronckhorst";"2006";"95 jaar of ouder";"40";"10";"30";"2";"-";"2";"3";"2";"1";"34";"8";"26";"1";"-";"1";"1876"
"Brummen";"2006";"Totaal leeftijden";"21385";"10621";"10764";"8573";"4659";"3914";"10677";"5325";"5352";"1263";"250";"1013";"872";"387";"485";"0213"
"Brummen";"2006";"Jonger dan 5 jaar";"1176";"605";"571";"1176";"605";"571";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0213"
"Brummen";"2006";"5 tot 10 jaar";"1388";"693";"695";"1388";"693";"695";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0213"
"Brummen";"2006";"10 tot 15 jaar";"1381";"697";"684";"1381";"697";"684";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0213"
"Brummen";"2006";"15 tot 20 jaar";"1281";"672";"609";"1280";"672";"608";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0213"
"Brummen";"2006";"20 tot 25 jaar";"958";"514";"444";"927";"505";"422";"30";"9";"21";"-";"-";"-";"1";"-";"1";"0213"
"Brummen";"2006";"25 tot 30 jaar";"869";"475";"394";"643";"396";"247";"222";"79";"143";"-";"-";"-";"4";"-";"4";"0213"
"Brummen";"2006";"30 tot 35 jaar";"1175";"577";"598";"532";"320";"212";"618";"246";"372";"1";"-";"1";"24";"11";"13";"0213"
"Brummen";"2006";"35 tot 40 jaar";"1629";"807";"822";"422";"260";"162";"1104";"504";"600";"4";"2";"2";"99";"41";"58";"0213"
"Brummen";"2006";"40 tot 45 jaar";"1821";"951";"870";"287";"188";"99";"1363";"689";"674";"10";"2";"8";"161";"72";"89";"0213"
"Brummen";"2006";"45 tot 50 jaar";"1597";"798";"799";"203";"137";"66";"1244";"590";"654";"19";"5";"14";"131";"66";"65";"0213"
"Brummen";"2006";"50 tot 55 jaar";"1496";"764";"732";"103";"64";"39";"1224";"626";"598";"33";"8";"25";"136";"66";"70";"0213"
"Brummen";"2006";"55 tot 60 jaar";"1711";"844";"867";"83";"51";"32";"1433";"714";"719";"70";"21";"49";"125";"58";"67";"0213"
"Brummen";"2006";"60 tot 65 jaar";"1315";"632";"683";"34";"19";"15";"1125";"566";"559";"91";"24";"67";"65";"23";"42";"0213"
"Brummen";"2006";"65 tot 70 jaar";"1166";"571";"595";"37";"21";"16";"930";"500";"430";"137";"29";"108";"62";"21";"41";"0213"
"Brummen";"2006";"70 tot 75 jaar";"948";"435";"513";"30";"15";"15";"679";"366";"313";"208";"40";"168";"31";"14";"17";"0213"
"Brummen";"2006";"75 tot 80 jaar";"676";"310";"366";"21";"8";"13";"416";"251";"165";"220";"43";"177";"19";"8";"11";"0213"
"Brummen";"2006";"80 tot 85 jaar";"492";"201";"291";"15";"7";"8";"220";"146";"74";"247";"42";"205";"10";"6";"4";"0213"
"Brummen";"2006";"85 tot 90 jaar";"201";"56";"145";"4";"1";"3";"53";"30";"23";"140";"24";"116";"4";"1";"3";"0213"
"Brummen";"2006";"90 tot 95 jaar";"89";"18";"71";"5";"-";"5";"15";"9";"6";"69";"9";"60";"-";"-";"-";"0213"
"Brummen";"2006";"95 jaar of ouder";"16";"1";"15";"2";"-";"2";"-";"-";"-";"14";"1";"13";"-";"-";"-";"0213"
"Brunssum";"2006";"Totaal leeftijden";"29623";"14388";"15235";"11422";"6154";"5268";"13533";"6749";"6784";"2227";"399";"1828";"2441";"1086";"1355";"0899"
"Brunssum";"2006";"Jonger dan 5 jaar";"1334";"686";"648";"1334";"686";"648";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0899"
"Brunssum";"2006";"5 tot 10 jaar";"1540";"780";"760";"1540";"780";"760";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0899"
"Brunssum";"2006";"10 tot 15 jaar";"1634";"840";"794";"1634";"840";"794";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0899"
"Brunssum";"2006";"15 tot 20 jaar";"1670";"861";"809";"1668";"861";"807";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0899"
"Brunssum";"2006";"20 tot 25 jaar";"1488";"765";"723";"1410";"748";"662";"73";"14";"59";"-";"-";"-";"5";"3";"2";"0899"
"Brunssum";"2006";"25 tot 30 jaar";"1417";"713";"704";"1086";"598";"488";"307";"109";"198";"-";"-";"-";"24";"6";"18";"0899"
"Brunssum";"2006";"30 tot 35 jaar";"1700";"841";"859";"792";"475";"317";"786";"326";"460";"5";"-";"5";"117";"40";"77";"0899"
"Brunssum";"2006";"35 tot 40 jaar";"2268";"1122";"1146";"604";"373";"231";"1383";"638";"745";"4";"1";"3";"277";"110";"167";"0899"
"Brunssum";"2006";"40 tot 45 jaar";"2573";"1281";"1292";"426";"272";"154";"1736";"827";"909";"19";"2";"17";"392";"180";"212";"0899"
"Brunssum";"2006";"45 tot 50 jaar";"2433";"1240";"1193";"278";"176";"102";"1718";"867";"851";"26";"4";"22";"411";"193";"218";"0899"
"Brunssum";"2006";"50 tot 55 jaar";"2244";"1117";"1127";"180";"119";"61";"1650";"816";"834";"66";"17";"49";"348";"165";"183";"0899"
"Brunssum";"2006";"55 tot 60 jaar";"2152";"1093";"1059";"124";"79";"45";"1630";"835";"795";"104";"28";"76";"294";"151";"143";"0899"
"Brunssum";"2006";"60 tot 65 jaar";"1753";"857";"896";"73";"40";"33";"1336";"701";"635";"139";"24";"115";"205";"92";"113";"0899"
"Brunssum";"2006";"65 tot 70 jaar";"1579";"749";"830";"68";"40";"28";"1123";"594";"529";"238";"56";"182";"150";"59";"91";"0899"
"Brunssum";"2006";"70 tot 75 jaar";"1332";"599";"733";"63";"32";"31";"841";"454";"387";"324";"64";"260";"104";"49";"55";"0899"
"Brunssum";"2006";"75 tot 80 jaar";"1184";"467";"717";"52";"16";"36";"593";"341";"252";"472";"85";"387";"67";"25";"42";"0899"
"Brunssum";"2006";"80 tot 85 jaar";"811";"256";"555";"45";"9";"36";"254";"158";"96";"483";"80";"403";"29";"9";"20";"0899"
"Brunssum";"2006";"85 tot 90 jaar";"375";"100";"275";"30";"9";"21";"88";"61";"27";"244";"29";"215";"13";"1";"12";"0899"
"Brunssum";"2006";"90 tot 95 jaar";"109";"16";"93";"13";"1";"12";"10";"5";"5";"82";"7";"75";"4";"3";"1";"0899"
"Brunssum";"2006";"95 jaar of ouder";"27";"5";"22";"2";"-";"2";"3";"3";"-";"21";"2";"19";"1";"-";"1";"0899"
"Bunnik";"2006";"Totaal leeftijden";"14234";"7020";"7214";"6037";"3189";"2848";"6909";"3449";"3460";"679";"133";"546";"609";"249";"360";"0312"
"Bunnik";"2006";"Jonger dan 5 jaar";"891";"475";"416";"891";"475";"416";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0312"
"Bunnik";"2006";"5 tot 10 jaar";"922";"468";"454";"922";"468";"454";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0312"
"Bunnik";"2006";"10 tot 15 jaar";"995";"522";"473";"995";"522";"473";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0312"
"Bunnik";"2006";"15 tot 20 jaar";"862";"440";"422";"861";"440";"421";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0312"
"Bunnik";"2006";"20 tot 25 jaar";"529";"286";"243";"508";"281";"227";"21";"5";"16";"-";"-";"-";"-";"-";"-";"0312"
"Bunnik";"2006";"25 tot 30 jaar";"509";"257";"252";"400";"222";"178";"104";"33";"71";"-";"-";"-";"5";"2";"3";"0312"
"Bunnik";"2006";"30 tot 35 jaar";"700";"326";"374";"348";"181";"167";"340";"140";"200";"-";"-";"-";"12";"5";"7";"0312"
"Bunnik";"2006";"35 tot 40 jaar";"1039";"513";"526";"353";"214";"139";"646";"284";"362";"1";"-";"1";"39";"15";"24";"0312"
