"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Best";"2006";"10 tot 15 jaar";"1953";"942";"1011";"1953";"942";"1011";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0753"
"Best";"2006";"15 tot 20 jaar";"1728";"854";"874";"1727";"853";"874";"1";"1";"-";"-";"-";"-";"-";"-";"-";"0753"
"Best";"2006";"20 tot 25 jaar";"1374";"706";"668";"1310";"692";"618";"63";"14";"49";"-";"-";"-";"1";"-";"1";"0753"
"Best";"2006";"25 tot 30 jaar";"1408";"672";"736";"1021";"544";"477";"376";"123";"253";"1";"1";"-";"10";"4";"6";"0753"
"Best";"2006";"30 tot 35 jaar";"1987";"951";"1036";"810";"475";"335";"1110";"453";"657";"1";"1";"-";"66";"22";"44";"0753"
"Best";"2006";"35 tot 40 jaar";"2634";"1314";"1320";"592";"373";"219";"1866";"878";"988";"4";"2";"2";"172";"61";"111";"0753"
"Best";"2006";"40 tot 45 jaar";"2720";"1390";"1330";"346";"226";"120";"2085";"1034";"1051";"7";"-";"7";"282";"130";"152";"0753"
"Best";"2006";"45 tot 50 jaar";"2303";"1194";"1109";"218";"149";"69";"1836";"937";"899";"28";"7";"21";"221";"101";"120";"0753"
"Best";"2006";"50 tot 55 jaar";"2017";"1043";"974";"131";"94";"37";"1659";"860";"799";"38";"10";"28";"189";"79";"110";"0753"
"Best";"2006";"55 tot 60 jaar";"1905";"969";"936";"69";"47";"22";"1571";"817";"754";"67";"17";"50";"198";"88";"110";"0753"
"Best";"2006";"60 tot 65 jaar";"1366";"703";"663";"34";"21";"13";"1107";"590";"517";"84";"27";"57";"141";"65";"76";"0753"
"Best";"2006";"65 tot 70 jaar";"1258";"603";"655";"39";"26";"13";"976";"515";"461";"152";"30";"122";"91";"32";"59";"0753"
"Best";"2006";"70 tot 75 jaar";"1023";"523";"500";"46";"20";"26";"741";"420";"321";"181";"56";"125";"55";"27";"28";"0753"
"Best";"2006";"75 tot 80 jaar";"659";"280";"379";"30";"12";"18";"366";"207";"159";"230";"47";"183";"33";"14";"19";"0753"
"Best";"2006";"80 tot 85 jaar";"359";"130";"229";"17";"6";"11";"148";"89";"59";"187";"33";"154";"7";"2";"5";"0753"
"Best";"2006";"85 tot 90 jaar";"190";"68";"122";"8";"3";"5";"38";"27";"11";"138";"37";"101";"6";"1";"5";"0753"
"Best";"2006";"90 tot 95 jaar";"55";"19";"36";"3";"-";"3";"7";"5";"2";"44";"13";"31";"1";"1";"-";"0753"
"Best";"2006";"95 jaar of ouder";"12";"1";"11";"1";"-";"1";"1";"-";"1";"10";"1";"9";"-";"-";"-";"0753"
"Beuningen";"2006";"Totaal leeftijden";"25078";"12576";"12502";"11003";"5953";"5050";"11648";"5818";"5830";"1123";"252";"871";"1304";"553";"751";"0209"
"Beuningen";"2006";"Jonger dan 5 jaar";"1511";"805";"706";"1511";"805";"706";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0209"
"Beuningen";"2006";"5 tot 10 jaar";"1741";"910";"831";"1741";"910";"831";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0209"
"Beuningen";"2006";"10 tot 15 jaar";"1902";"990";"912";"1902";"990";"912";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0209"
"Beuningen";"2006";"15 tot 20 jaar";"1702";"908";"794";"1700";"908";"792";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0209"
"Beuningen";"2006";"20 tot 25 jaar";"1147";"628";"519";"1112";"623";"489";"32";"5";"27";"-";"-";"-";"3";"-";"3";"0209"
"Beuningen";"2006";"25 tot 30 jaar";"1093";"560";"533";"837";"477";"360";"238";"80";"158";"-";"-";"-";"18";"3";"15";"0209"
"Beuningen";"2006";"30 tot 35 jaar";"1482";"691";"791";"666";"360";"306";"754";"307";"447";"2";"1";"1";"60";"23";"37";"0209"
"Beuningen";"2006";"35 tot 40 jaar";"2104";"1013";"1091";"543";"323";"220";"1424";"649";"775";"8";"-";"8";"129";"41";"88";"0209"
"Beuningen";"2006";"40 tot 45 jaar";"2415";"1175";"1240";"352";"214";"138";"1809";"856";"953";"13";"2";"11";"241";"103";"138";"0209"
"Beuningen";"2006";"45 tot 50 jaar";"2312";"1155";"1157";"203";"113";"90";"1826";"917";"909";"31";"11";"20";"252";"114";"138";"0209"
"Beuningen";"2006";"50 tot 55 jaar";"1886";"977";"909";"129";"70";"59";"1532";"806";"726";"38";"14";"24";"187";"87";"100";"0209"
"Beuningen";"2006";"55 tot 60 jaar";"1706";"880";"826";"80";"43";"37";"1382";"736";"646";"80";"23";"57";"164";"78";"86";"0209"
"Beuningen";"2006";"60 tot 65 jaar";"1191";"610";"581";"57";"37";"20";"959";"514";"445";"86";"23";"63";"89";"36";"53";"0209"
"Beuningen";"2006";"65 tot 70 jaar";"971";"477";"494";"56";"37";"19";"713";"378";"335";"129";"32";"97";"73";"30";"43";"0209"
"Beuningen";"2006";"70 tot 75 jaar";"755";"364";"391";"46";"17";"29";"505";"291";"214";"166";"37";"129";"38";"19";"19";"0209"
"Beuningen";"2006";"75 tot 80 jaar";"544";"226";"318";"33";"15";"18";"282";"160";"122";"204";"41";"163";"25";"10";"15";"0209"
"Beuningen";"2006";"80 tot 85 jaar";"369";"140";"229";"21";"9";"12";"142";"88";"54";"190";"38";"152";"16";"5";"11";"0209"
"Beuningen";"2006";"85 tot 90 jaar";"175";"48";"127";"10";"2";"8";"39";"22";"17";"120";"21";"99";"6";"3";"3";"0209"
"Beuningen";"2006";"90 tot 95 jaar";"57";"16";"41";"3";"-";"3";"9";"9";"-";"43";"6";"37";"2";"1";"1";"0209"
"Beuningen";"2006";"95 jaar of ouder";"15";"3";"12";"1";"-";"1";"-";"-";"-";"13";"3";"10";"1";"-";"1";"0209"
"Beverwijk";"2006";"Totaal leeftijden";"36546";"17917";"18629";"16115";"8606";"7509";"15392";"7703";"7689";"2398";"448";"1950";"2641";"1160";"1481";"0375"
"Beverwijk";"2006";"Jonger dan 5 jaar";"2225";"1148";"1077";"2225";"1148";"1077";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0375"
"Beverwijk";"2006";"5 tot 10 jaar";"2178";"1124";"1054";"2178";"1124";"1054";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0375"
"Beverwijk";"2006";"10 tot 15 jaar";"2015";"985";"1030";"2015";"985";"1030";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0375"
"Beverwijk";"2006";"15 tot 20 jaar";"1982";"1006";"976";"1979";"1006";"973";"3";"-";"3";"-";"-";"-";"-";"-";"-";"0375"
"Beverwijk";"2006";"20 tot 25 jaar";"1782";"841";"941";"1639";"814";"825";"142";"27";"115";"-";"-";"-";"1";"-";"1";"0375"
"Beverwijk";"2006";"25 tot 30 jaar";"2195";"1068";"1127";"1607";"866";"741";"543";"183";"360";"1";"-";"1";"44";"19";"25";"0375"
"Beverwijk";"2006";"30 tot 35 jaar";"2709";"1363";"1346";"1412";"809";"603";"1173";"507";"666";"2";"-";"2";"122";"47";"75";"0375"
"Beverwijk";"2006";"35 tot 40 jaar";"3046";"1611";"1435";"1067";"666";"401";"1697";"826";"871";"4";"2";"2";"278";"117";"161";"0375"
"Beverwijk";"2006";"40 tot 45 jaar";"2969";"1537";"1432";"704";"432";"272";"1870";"943";"927";"16";"3";"13";"379";"159";"220";"0375"
"Beverwijk";"2006";"45 tot 50 jaar";"2669";"1340";"1329";"450";"280";"170";"1808";"880";"928";"33";"12";"21";"378";"168";"210";"0375"
"Beverwijk";"2006";"50 tot 55 jaar";"2419";"1247";"1172";"256";"169";"87";"1700";"875";"825";"64";"13";"51";"399";"190";"209";"0375"
"Beverwijk";"2006";"55 tot 60 jaar";"2531";"1269";"1262";"202";"120";"82";"1814";"923";"891";"107";"28";"79";"408";"198";"210";"0375"
"Beverwijk";"2006";"60 tot 65 jaar";"1736";"877";"859";"114";"66";"48";"1280";"677";"603";"129";"29";"100";"213";"105";"108";"0375"
"Beverwijk";"2006";"65 tot 70 jaar";"1592";"758";"834";"84";"54";"30";"1121";"586";"535";"208";"48";"160";"179";"70";"109";"0375"
"Beverwijk";"2006";"70 tot 75 jaar";"1479";"670";"809";"62";"33";"29";"965";"525";"440";"350";"65";"285";"102";"47";"55";"0375"
"Beverwijk";"2006";"75 tot 80 jaar";"1322";"525";"797";"56";"21";"35";"712";"398";"314";"472";"80";"392";"82";"26";"56";"0375"
"Beverwijk";"2006";"80 tot 85 jaar";"1020";"375";"645";"38";"11";"27";"428";"263";"165";"515";"89";"426";"39";"12";"27";"0375"
"Beverwijk";"2006";"85 tot 90 jaar";"484";"122";"362";"19";"2";"17";"105";"67";"38";"347";"53";"294";"13";"-";"13";"0375"
"Beverwijk";"2006";"90 tot 95 jaar";"146";"44";"102";"3";"-";"3";"28";"20";"8";"111";"22";"89";"4";"2";"2";"0375"
"Beverwijk";"2006";"95 jaar of ouder";"47";"7";"40";"5";"-";"5";"3";"3";"-";"39";"4";"35";"-";"-";"-";"0375"
"het Bildt";"2006";"Totaal leeftijden";"11013";"5622";"5391";"5066";"2834";"2232";"4762";"2382";"2380";"621";"135";"486";"564";"271";"293";"0063"
"het Bildt";"2006";"Jonger dan 5 jaar";"704";"375";"329";"704";"375";"329";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0063"
"het Bildt";"2006";"5 tot 10 jaar";"764";"400";"364";"764";"400";"364";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0063"
"het Bildt";"2006";"10 tot 15 jaar";"767";"383";"384";"767";"383";"384";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0063"
"het Bildt";"2006";"15 tot 20 jaar";"678";"358";"320";"677";"358";"319";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0063"
"het Bildt";"2006";"20 tot 25 jaar";"552";"316";"236";"522";"306";"216";"29";"9";"20";"-";"-";"-";"1";"1";"-";"0063"
"het Bildt";"2006";"25 tot 30 jaar";"534";"269";"265";"404";"229";"175";"125";"40";"85";"-";"-";"-";"5";"-";"5";"0063"
"het Bildt";"2006";"30 tot 35 jaar";"713";"369";"344";"334";"215";"119";"352";"146";"206";"1";"-";"1";"26";"8";"18";"0063"
"het Bildt";"2006";"35 tot 40 jaar";"868";"455";"413";"298";"181";"117";"501";"248";"253";"1";"-";"1";"68";"26";"42";"0063"
"het Bildt";"2006";"40 tot 45 jaar";"870";"438";"432";"192";"129";"63";"566";"259";"307";"6";"1";"5";"106";"49";"57";"0063"
"het Bildt";"2006";"45 tot 50 jaar";"844";"430";"414";"133";"84";"49";"607";"297";"310";"12";"-";"12";"92";"49";"43";"0063"
"het Bildt";"2006";"50 tot 55 jaar";"778";"415";"363";"77";"54";"23";"600";"308";"292";"19";"6";"13";"82";"47";"35";"0063"
"het Bildt";"2006";"55 tot 60 jaar";"775";"413";"362";"62";"41";"21";"607";"321";"286";"34";"13";"21";"72";"38";"34";"0063"
"het Bildt";"2006";"60 tot 65 jaar";"577";"299";"278";"35";"26";"9";"454";"241";"213";"46";"14";"32";"42";"18";"24";"0063"
"het Bildt";"2006";"65 tot 70 jaar";"496";"256";"240";"38";"25";"13";"358";"200";"158";"68";"15";"53";"32";"16";"16";"0063"
"het Bildt";"2006";"70 tot 75 jaar";"385";"187";"198";"18";"10";"8";"265";"145";"120";"85";"20";"65";"17";"12";"5";"0063"
"het Bildt";"2006";"75 tot 80 jaar";"322";"120";"202";"21";"7";"14";"169";"87";"82";"121";"21";"100";"11";"5";"6";"0063"
"het Bildt";"2006";"80 tot 85 jaar";"246";"93";"153";"10";"6";"4";"102";"64";"38";"128";"21";"107";"6";"2";"4";"0063"
"het Bildt";"2006";"85 tot 90 jaar";"98";"33";"65";"5";"2";"3";"20";"13";"7";"70";"18";"52";"3";"-";"3";"0063"
"het Bildt";"2006";"90 tot 95 jaar";"30";"11";"19";"3";"2";"1";"6";"4";"2";"20";"5";"15";"1";"-";"1";"0063"
"het Bildt";"2006";"95 jaar of ouder";"12";"2";"10";"2";"1";"1";"-";"-";"-";"10";"1";"9";"-";"-";"-";"0063"
"De Bilt";"2006";"Totaal leeftijden";"42037";"19920";"22117";"17728";"9098";"8630";"18707";"9340";"9367";"3042";"551";"2491";"2560";"931";"1629";"0310"
"De Bilt";"2006";"Jonger dan 5 jaar";"2350";"1179";"1171";"2350";"1179";"1171";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0310"
"De Bilt";"2006";"5 tot 10 jaar";"2631";"1343";"1288";"2631";"1343";"1288";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0310"
"De Bilt";"2006";"10 tot 15 jaar";"2811";"1472";"1339";"2811";"1472";"1339";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0310"
"De Bilt";"2006";"15 tot 20 jaar";"2514";"1293";"1221";"2511";"1293";"1218";"3";"-";"3";"-";"-";"-";"-";"-";"-";"0310"
"De Bilt";"2006";"20 tot 25 jaar";"1633";"871";"762";"1566";"854";"712";"66";"17";"49";"-";"-";"-";"1";"-";"1";"0310"
"De Bilt";"2006";"25 tot 30 jaar";"1583";"790";"793";"1267";"682";"585";"304";"106";"198";"1";"-";"1";"11";"2";"9";"0310"
"De Bilt";"2006";"30 tot 35 jaar";"1958";"929";"1029";"1048";"575";"473";"824";"327";"497";"-";"-";"-";"86";"27";"59";"0310"
"De Bilt";"2006";"35 tot 40 jaar";"2871";"1321";"1550";"975";"511";"464";"1701";"756";"945";"6";"2";"4";"189";"52";"137";"0310"
"De Bilt";"2006";"40 tot 45 jaar";"3292";"1596";"1696";"783";"416";"367";"2213";"1051";"1162";"23";"10";"13";"273";"119";"154";"0310"
"De Bilt";"2006";"45 tot 50 jaar";"3313";"1592";"1721";"520";"284";"236";"2407";"1160";"1247";"31";"11";"20";"355";"137";"218";"0310"
"De Bilt";"2006";"50 tot 55 jaar";"3012";"1495";"1517";"330";"186";"144";"2269";"1146";"1123";"48";"11";"37";"365";"152";"213";"0310"
"De Bilt";"2006";"55 tot 60 jaar";"3388";"1639";"1749";"265";"105";"160";"2607";"1353";"1254";"138";"36";"102";"378";"145";"233";"0310"
"De Bilt";"2006";"60 tot 65 jaar";"2317";"1096";"1221";"143";"52";"91";"1735";"913";"822";"155";"37";"118";"284";"94";"190";"0310"
"De Bilt";"2006";"65 tot 70 jaar";"2087";"926";"1161";"108";"47";"61";"1519";"764";"755";"240";"32";"208";"220";"83";"137";"0310"
"De Bilt";"2006";"70 tot 75 jaar";"1905";"829";"1076";"119";"35";"84";"1235";"672";"563";"397";"71";"326";"154";"51";"103";"0310"
"De Bilt";"2006";"75 tot 80 jaar";"1726";"695";"1031";"109";"32";"77";"940";"532";"408";"560";"89";"471";"117";"42";"75";"0310"
"De Bilt";"2006";"80 tot 85 jaar";"1425";"524";"901";"105";"21";"84";"621";"365";"256";"631";"121";"510";"68";"17";"51";"0310"
"De Bilt";"2006";"85 tot 90 jaar";"800";"252";"548";"47";"6";"41";"224";"153";"71";"492";"84";"408";"37";"9";"28";"0310"
"De Bilt";"2006";"90 tot 95 jaar";"340";"64";"276";"32";"3";"29";"35";"21";"14";"256";"39";"217";"17";"1";"16";"0310"
"De Bilt";"2006";"95 jaar of ouder";"81";"14";"67";"8";"2";"6";"4";"4";"-";"64";"8";"56";"5";"-";"5";"0310"
"Binnenmaas";"2006";"Totaal leeftijden";"19636";"9764";"9872";"7563";"4081";"3482";"10101";"5042";"5059";"1019";"204";"815";"953";"437";"516";"0585"
"Binnenmaas";"2006";"Jonger dan 5 jaar";"1137";"597";"540";"1137";"597";"540";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0585"
"Binnenmaas";"2006";"5 tot 10 jaar";"1154";"586";"568";"1154";"586";"568";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0585"
"Binnenmaas";"2006";"10 tot 15 jaar";"1197";"605";"592";"1197";"605";"592";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0585"
"Binnenmaas";"2006";"15 tot 20 jaar";"1109";"568";"541";"1108";"568";"540";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0585"
"Binnenmaas";"2006";"20 tot 25 jaar";"851";"449";"402";"785";"434";"351";"65";"15";"50";"-";"-";"-";"1";"-";"1";"0585"
"Binnenmaas";"2006";"25 tot 30 jaar";"895";"462";"433";"623";"363";"260";"261";"97";"164";"-";"-";"-";"11";"2";"9";"0585"
"Binnenmaas";"2006";"30 tot 35 jaar";"1252";"595";"657";"507";"288";"219";"703";"290";"413";"3";"1";"2";"39";"16";"23";"0585"
"Binnenmaas";"2006";"35 tot 40 jaar";"1600";"785";"815";"403";"233";"170";"1071";"498";"573";"2";"1";"1";"124";"53";"71";"0585"
"Binnenmaas";"2006";"40 tot 45 jaar";"1560";"794";"766";"240";"160";"80";"1172";"569";"603";"15";"4";"11";"133";"61";"72";"0585"
"Binnenmaas";"2006";"45 tot 50 jaar";"1533";"776";"757";"138";"81";"57";"1246";"625";"621";"20";"6";"14";"129";"64";"65";"0585"
"Binnenmaas";"2006";"50 tot 55 jaar";"1422";"723";"699";"77";"51";"26";"1189";"602";"587";"28";"5";"23";"128";"65";"63";"0585"
"Binnenmaas";"2006";"55 tot 60 jaar";"1790";"842";"948";"50";"34";"16";"1489";"717";"772";"78";"20";"58";"173";"71";"102";"0585"
"Binnenmaas";"2006";"60 tot 65 jaar";"1309";"664";"645";"28";"19";"9";"1094";"579";"515";"87";"20";"67";"100";"46";"54";"0585"
"Binnenmaas";"2006";"65 tot 70 jaar";"971";"511";"460";"35";"25";"10";"779";"432";"347";"103";"21";"82";"54";"33";"21";"0585"
"Binnenmaas";"2006";"70 tot 75 jaar";"682";"338";"344";"20";"13";"7";"481";"281";"200";"157";"31";"126";"24";"13";"11";"0585"
"Binnenmaas";"2006";"75 tot 80 jaar";"532";"240";"292";"23";"12";"11";"328";"189";"139";"162";"29";"133";"19";"10";"9";"0585"
"Binnenmaas";"2006";"80 tot 85 jaar";"350";"142";"208";"16";"8";"8";"157";"104";"53";"168";"28";"140";"9";"2";"7";"0585"
"Binnenmaas";"2006";"85 tot 90 jaar";"202";"61";"141";"12";"3";"9";"51";"34";"17";"132";"23";"109";"7";"1";"6";"0585"
"Binnenmaas";"2006";"90 tot 95 jaar";"70";"25";"45";"5";"1";"4";"12";"9";"3";"51";"15";"36";"2";"-";"2";"0585"
"Binnenmaas";"2006";"95 jaar of ouder";"20";"1";"19";"5";"-";"5";"2";"1";"1";"13";"-";"13";"-";"-";"-";"0585"
"Bladel";"2006";"Totaal leeftijden";"19130";"9725";"9405";"8221";"4546";"3675";"9245";"4615";"4630";"909";"221";"688";"755";"343";"412";"1728"
"Bladel";"2006";"Jonger dan 5 jaar";"1226";"648";"578";"1226";"648";"578";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1728"
"Bladel";"2006";"5 tot 10 jaar";"1261";"641";"620";"1261";"641";"620";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1728"
"Bladel";"2006";"10 tot 15 jaar";"1296";"665";"631";"1296";"665";"631";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1728"
"Bladel";"2006";"15 tot 20 jaar";"1176";"619";"557";"1176";"619";"557";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1728"
"Bladel";"2006";"20 tot 25 jaar";"942";"492";"450";"917";"488";"429";"25";"4";"21";"-";"-";"-";"-";"-";"-";"1728"
"Bladel";"2006";"25 tot 30 jaar";"971";"522";"449";"768";"455";"313";"194";"63";"131";"-";"-";"-";"9";"4";"5";"1728"
"Bladel";"2006";"30 tot 35 jaar";"1140";"562";"578";"518";"325";"193";"588";"233";"355";"-";"-";"-";"34";"4";"30";"1728"
"Bladel";"2006";"35 tot 40 jaar";"1486";"754";"732";"358";"242";"116";"1056";"479";"577";"4";"-";"4";"68";"33";"35";"1728"
"Bladel";"2006";"40 tot 45 jaar";"1716";"882";"834";"251";"170";"81";"1321";"649";"672";"10";"1";"9";"134";"62";"72";"1728"
"Bladel";"2006";"45 tot 50 jaar";"1505";"800";"705";"142";"103";"39";"1231";"636";"595";"11";"6";"5";"121";"55";"66";"1728"
"Bladel";"2006";"50 tot 55 jaar";"1330";"691";"639";"78";"55";"23";"1094";"565";"529";"33";"12";"21";"125";"59";"66";"1728"
"Bladel";"2006";"55 tot 60 jaar";"1392";"691";"701";"64";"49";"15";"1158";"569";"589";"59";"23";"36";"111";"50";"61";"1728"
"Bladel";"2006";"60 tot 65 jaar";"1126";"581";"545";"37";"32";"5";"937";"495";"442";"81";"18";"63";"71";"36";"35";"1728"
"Bladel";"2006";"65 tot 70 jaar";"916";"472";"444";"23";"14";"9";"719";"399";"320";"128";"38";"90";"46";"21";"25";"1728"
"Bladel";"2006";"70 tot 75 jaar";"702";"334";"368";"31";"17";"14";"497";"271";"226";"153";"36";"117";"21";"10";"11";"1728"
"Bladel";"2006";"75 tot 80 jaar";"483";"215";"268";"31";"10";"21";"291";"171";"120";"154";"30";"124";"7";"4";"3";"1728"
"Bladel";"2006";"80 tot 85 jaar";"288";"104";"184";"34";"12";"22";"103";"59";"44";"147";"31";"116";"4";"2";"2";"1728"
"Bladel";"2006";"85 tot 90 jaar";"124";"42";"82";"5";"1";"4";"25";"18";"7";"91";"20";"71";"3";"3";"-";"1728"
"Bladel";"2006";"90 tot 95 jaar";"38";"9";"29";"3";"-";"3";"6";"4";"2";"28";"5";"23";"1";"-";"1";"1728"
"Bladel";"2006";"95 jaar of ouder";"12";"1";"11";"2";"-";"2";"-";"-";"-";"10";"1";"9";"-";"-";"-";"1728"
"Blaricum";"2006";"Totaal leeftijden";"9114";"4392";"4722";"3441";"1777";"1664";"4516";"2252";"2264";"510";"111";"399";"647";"252";"395";"0376"
"Blaricum";"2006";"Jonger dan 5 jaar";"434";"243";"191";"434";"243";"191";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0376"
"Blaricum";"2006";"5 tot 10 jaar";"538";"278";"260";"538";"278";"260";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0376"
"Blaricum";"2006";"10 tot 15 jaar";"577";"273";"304";"577";"273";"304";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0376"
"Blaricum";"2006";"15 tot 20 jaar";"504";"248";"256";"504";"248";"256";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0376"
"Blaricum";"2006";"20 tot 25 jaar";"360";"192";"168";"353";"190";"163";"7";"2";"5";"-";"-";"-";"-";"-";"-";"0376"
"Blaricum";"2006";"25 tot 30 jaar";"277";"145";"132";"240";"134";"106";"32";"10";"22";"-";"-";"-";"5";"1";"4";"0376"
"Blaricum";"2006";"30 tot 35 jaar";"299";"139";"160";"157";"87";"70";"129";"48";"81";"1";"-";"1";"12";"4";"8";"0376"
"Blaricum";"2006";"35 tot 40 jaar";"544";"237";"307";"175";"97";"78";"333";"130";"203";"2";"1";"1";"34";"9";"25";"0376"
"Blaricum";"2006";"40 tot 45 jaar";"680";"333";"347";"127";"70";"57";"489";"236";"253";"3";"-";"3";"61";"27";"34";"0376"
"Blaricum";"2006";"45 tot 50 jaar";"717";"325";"392";"89";"46";"43";"525";"235";"290";"8";"3";"5";"95";"41";"54";"0376"
"Blaricum";"2006";"50 tot 55 jaar";"812";"363";"449";"65";"30";"35";"628";"284";"344";"16";"5";"11";"103";"44";"59";"0376"
"Blaricum";"2006";"55 tot 60 jaar";"1092";"554";"538";"67";"37";"30";"870";"465";"405";"39";"8";"31";"116";"44";"72";"0376"
"Blaricum";"2006";"60 tot 65 jaar";"719";"364";"355";"30";"13";"17";"557";"304";"253";"43";"13";"30";"89";"34";"55";"0376"
"Blaricum";"2006";"65 tot 70 jaar";"530";"272";"258";"22";"12";"10";"398";"214";"184";"56";"17";"39";"54";"29";"25";"0376"
"Blaricum";"2006";"70 tot 75 jaar";"375";"179";"196";"19";"8";"11";"257";"151";"106";"61";"8";"53";"38";"12";"26";"0376"
"Blaricum";"2006";"75 tot 80 jaar";"288";"116";"172";"18";"6";"12";"167";"93";"74";"88";"14";"74";"15";"3";"12";"0376"
"Blaricum";"2006";"80 tot 85 jaar";"214";"83";"131";"21";"5";"16";"86";"53";"33";"95";"22";"73";"12";"3";"9";"0376"
"Blaricum";"2006";"85 tot 90 jaar";"113";"39";"74";"4";"-";"4";"36";"26";"10";"61";"12";"49";"12";"1";"11";"0376"
"Blaricum";"2006";"90 tot 95 jaar";"34";"7";"27";"1";"-";"1";"2";"1";"1";"30";"6";"24";"1";"-";"1";"0376"
"Blaricum";"2006";"95 jaar of ouder";"7";"2";"5";"-";"-";"-";"-";"-";"-";"7";"2";"5";"-";"-";"-";"0376"
"Bleiswijk";"2006";"Totaal leeftijden";"10231";"5205";"5026";"4359";"2397";"1962";"5093";"2547";"2546";"366";"92";"274";"413";"169";"244";"0495"
"Bleiswijk";"2006";"Jonger dan 5 jaar";"677";"328";"349";"677";"328";"349";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0495"
"Bleiswijk";"2006";"5 tot 10 jaar";"783";"401";"382";"783";"401";"382";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0495"
"Bleiswijk";"2006";"10 tot 15 jaar";"793";"438";"355";"793";"438";"355";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0495"
"Bleiswijk";"2006";"15 tot 20 jaar";"694";"376";"318";"693";"376";"317";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0495"
"Bleiswijk";"2006";"20 tot 25 jaar";"497";"301";"196";"471";"297";"174";"26";"4";"22";"-";"-";"-";"-";"-";"-";"0495"
"Bleiswijk";"2006";"25 tot 30 jaar";"385";"207";"178";"254";"158";"96";"126";"47";"79";"-";"-";"-";"5";"2";"3";"0495"
"Bleiswijk";"2006";"30 tot 35 jaar";"614";"279";"335";"220";"123";"97";"367";"151";"216";"-";"-";"-";"27";"5";"22";"0495"
"Bleiswijk";"2006";"35 tot 40 jaar";"861";"436";"425";"182";"110";"72";"624";"300";"324";"-";"-";"-";"55";"26";"29";"0495"
"Bleiswijk";"2006";"40 tot 45 jaar";"870";"428";"442";"117";"74";"43";"682";"324";"358";"2";"1";"1";"69";"29";"40";"0495"
"Bleiswijk";"2006";"45 tot 50 jaar";"811";"383";"428";"46";"26";"20";"703";"335";"368";"14";"1";"13";"48";"21";"27";"0495"
"Bleiswijk";"2006";"50 tot 55 jaar";"754";"400";"354";"37";"25";"12";"650";"347";"303";"12";"3";"9";"55";"25";"30";"0495"
"Bleiswijk";"2006";"55 tot 60 jaar";"750";"381";"369";"37";"25";"12";"631";"325";"306";"27";"9";"18";"55";"22";"33";"0495"
"Bleiswijk";"2006";"60 tot 65 jaar";"543";"258";"285";"13";"6";"7";"457";"231";"226";"40";"8";"32";"33";"13";"20";"0495"
