"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Loon op Zand";"2006";"90 tot 95 jaar";"72";"17";"55";"6";"-";"6";"12";"9";"3";"53";"8";"45";"1";"-";"1";"0809"
"Loon op Zand";"2006";"95 jaar of ouder";"12";"3";"9";"1";"1";"-";"-";"-";"-";"11";"2";"9";"-";"-";"-";"0809"
"Lopik";"2006";"Totaal leeftijden";"13908";"7081";"6827";"6392";"3495";"2897";"6494";"3246";"3248";"555";"120";"435";"467";"220";"247";"0331"
"Lopik";"2006";"Jonger dan 5 jaar";"1048";"543";"505";"1048";"543";"505";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0331"
"Lopik";"2006";"5 tot 10 jaar";"1123";"562";"561";"1123";"562";"561";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0331"
"Lopik";"2006";"10 tot 15 jaar";"1036";"559";"477";"1036";"559";"477";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0331"
"Lopik";"2006";"15 tot 20 jaar";"926";"481";"445";"926";"481";"445";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0331"
"Lopik";"2006";"20 tot 25 jaar";"731";"395";"336";"677";"383";"294";"51";"12";"39";"-";"-";"-";"3";"-";"3";"0331"
"Lopik";"2006";"25 tot 30 jaar";"719";"357";"362";"500";"288";"212";"212";"68";"144";"-";"-";"-";"7";"1";"6";"0331"
"Lopik";"2006";"30 tot 35 jaar";"907";"454";"453";"356";"235";"121";"524";"213";"311";"2";"1";"1";"25";"5";"20";"0331"
"Lopik";"2006";"35 tot 40 jaar";"1230";"616";"614";"262";"171";"91";"897";"417";"480";"1";"-";"1";"70";"28";"42";"0331"
"Lopik";"2006";"40 tot 45 jaar";"1194";"618";"576";"174";"103";"71";"933";"473";"460";"9";"-";"9";"78";"42";"36";"0331"
"Lopik";"2006";"45 tot 50 jaar";"990";"496";"494";"86";"52";"34";"825";"406";"419";"7";"1";"6";"72";"37";"35";"0331"
"Lopik";"2006";"50 tot 55 jaar";"979";"523";"456";"65";"40";"25";"818";"436";"382";"21";"5";"16";"75";"42";"33";"0331"
"Lopik";"2006";"55 tot 60 jaar";"845";"430";"415";"44";"30";"14";"695";"360";"335";"38";"10";"28";"68";"30";"38";"0331"
"Lopik";"2006";"60 tot 65 jaar";"683";"342";"341";"23";"10";"13";"577";"306";"271";"56";"12";"44";"27";"14";"13";"0331"
"Lopik";"2006";"65 tot 70 jaar";"522";"275";"247";"21";"15";"6";"418";"237";"181";"63";"13";"50";"20";"10";"10";"0331"
"Lopik";"2006";"70 tot 75 jaar";"400";"193";"207";"17";"9";"8";"271";"153";"118";"96";"23";"73";"16";"8";"8";"0331"
"Lopik";"2006";"75 tot 80 jaar";"256";"118";"138";"20";"11";"9";"144";"87";"57";"89";"18";"71";"3";"2";"1";"0331"
"Lopik";"2006";"80 tot 85 jaar";"205";"74";"131";"10";"3";"7";"94";"52";"42";"98";"18";"80";"3";"1";"2";"0331"
"Lopik";"2006";"85 tot 90 jaar";"83";"29";"54";"3";"-";"3";"26";"18";"8";"54";"11";"43";"-";"-";"-";"0331"
"Lopik";"2006";"90 tot 95 jaar";"29";"15";"14";"1";"-";"1";"8";"7";"1";"20";"8";"12";"-";"-";"-";"0331"
"Lopik";"2006";"95 jaar of ouder";"2";"1";"1";"-";"-";"-";"1";"1";"-";"1";"-";"1";"-";"-";"-";"0331"
"Loppersum";"2006";"Totaal leeftijden";"10926";"5504";"5422";"4860";"2676";"2184";"4972";"2487";"2485";"594";"109";"485";"500";"232";"268";"0024"
"Loppersum";"2006";"Jonger dan 5 jaar";"628";"332";"296";"628";"332";"296";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0024"
"Loppersum";"2006";"5 tot 10 jaar";"683";"331";"352";"683";"331";"352";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0024"
"Loppersum";"2006";"10 tot 15 jaar";"764";"397";"367";"764";"397";"367";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0024"
"Loppersum";"2006";"15 tot 20 jaar";"747";"395";"352";"747";"395";"352";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0024"
"Loppersum";"2006";"20 tot 25 jaar";"546";"293";"253";"519";"290";"229";"27";"3";"24";"-";"-";"-";"-";"-";"-";"0024"
"Loppersum";"2006";"25 tot 30 jaar";"467";"256";"211";"344";"212";"132";"118";"42";"76";"-";"-";"-";"5";"2";"3";"0024"
"Loppersum";"2006";"30 tot 35 jaar";"649";"321";"328";"286";"171";"115";"336";"141";"195";"2";"1";"1";"25";"8";"17";"0024"
"Loppersum";"2006";"35 tot 40 jaar";"783";"406";"377";"243";"158";"85";"496";"231";"265";"4";"-";"4";"40";"17";"23";"0024"
"Loppersum";"2006";"40 tot 45 jaar";"878";"426";"452";"189";"109";"80";"616";"290";"326";"7";"-";"7";"66";"27";"39";"0024"
"Loppersum";"2006";"45 tot 50 jaar";"933";"471";"462";"147";"86";"61";"694";"341";"353";"9";"5";"4";"83";"39";"44";"0024"
"Loppersum";"2006";"50 tot 55 jaar";"869";"441";"428";"103";"61";"42";"665";"331";"334";"19";"9";"10";"82";"40";"42";"0024"
"Loppersum";"2006";"55 tot 60 jaar";"846";"467";"379";"69";"48";"21";"661";"367";"294";"34";"9";"25";"82";"43";"39";"0024"
"Loppersum";"2006";"60 tot 65 jaar";"612";"308";"304";"42";"28";"14";"485";"250";"235";"34";"7";"27";"51";"23";"28";"0024"
"Loppersum";"2006";"65 tot 70 jaar";"462";"243";"219";"25";"21";"4";"361";"191";"170";"46";"12";"34";"30";"19";"11";"0024"
"Loppersum";"2006";"70 tot 75 jaar";"332";"169";"163";"30";"23";"7";"216";"128";"88";"70";"12";"58";"16";"6";"10";"0024"
"Loppersum";"2006";"75 tot 80 jaar";"278";"114";"164";"16";"9";"7";"152";"86";"66";"99";"16";"83";"11";"3";"8";"0024"
"Loppersum";"2006";"80 tot 85 jaar";"233";"83";"150";"13";"5";"8";"98";"58";"40";"114";"15";"99";"8";"5";"3";"0024"
"Loppersum";"2006";"85 tot 90 jaar";"140";"39";"101";"5";"-";"5";"39";"23";"16";"95";"16";"79";"1";"-";"1";"0024"
"Loppersum";"2006";"90 tot 95 jaar";"61";"12";"49";"3";"-";"3";"8";"5";"3";"50";"7";"43";"-";"-";"-";"0024"
"Loppersum";"2006";"95 jaar of ouder";"15";"-";"15";"4";"-";"4";"-";"-";"-";"11";"-";"11";"-";"-";"-";"0024"
"Losser";"2006";"Totaal leeftijden";"22489";"11245";"11244";"9188";"5012";"4176";"11151";"5582";"5569";"1346";"288";"1058";"804";"363";"441";"0168"
"Losser";"2006";"Jonger dan 5 jaar";"1304";"671";"633";"1304";"671";"633";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0168"
"Losser";"2006";"5 tot 10 jaar";"1329";"653";"676";"1329";"653";"676";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0168"
"Losser";"2006";"10 tot 15 jaar";"1409";"700";"709";"1409";"700";"709";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0168"
"Losser";"2006";"15 tot 20 jaar";"1486";"750";"736";"1486";"750";"736";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0168"
"Losser";"2006";"20 tot 25 jaar";"1085";"583";"502";"1057";"580";"477";"28";"3";"25";"-";"-";"-";"-";"-";"-";"0168"
"Losser";"2006";"25 tot 30 jaar";"966";"506";"460";"724";"442";"282";"234";"61";"173";"-";"-";"-";"8";"3";"5";"0168"
"Losser";"2006";"30 tot 35 jaar";"1258";"633";"625";"483";"303";"180";"736";"322";"414";"2";"-";"2";"37";"8";"29";"0168"
"Losser";"2006";"35 tot 40 jaar";"1640";"832";"808";"395";"247";"148";"1141";"543";"598";"2";"1";"1";"102";"41";"61";"0168"
"Losser";"2006";"40 tot 45 jaar";"1768";"901";"867";"298";"199";"99";"1335";"644";"691";"13";"5";"8";"122";"53";"69";"0168"
"Losser";"2006";"45 tot 50 jaar";"1755";"868";"887";"173";"117";"56";"1433";"675";"758";"13";"3";"10";"136";"73";"63";"0168"
"Losser";"2006";"50 tot 55 jaar";"1841";"967";"874";"134";"97";"37";"1536";"795";"741";"44";"14";"30";"127";"61";"66";"0168"
"Losser";"2006";"55 tot 60 jaar";"1764";"922";"842";"125";"77";"48";"1457";"764";"693";"83";"31";"52";"99";"50";"49";"0168"
"Losser";"2006";"60 tot 65 jaar";"1397";"723";"674";"82";"61";"21";"1131";"598";"533";"106";"25";"81";"78";"39";"39";"0168"
"Losser";"2006";"65 tot 70 jaar";"1149";"585";"564";"65";"48";"17";"896";"477";"419";"152";"46";"106";"36";"14";"22";"0168"
"Losser";"2006";"70 tot 75 jaar";"922";"434";"488";"46";"33";"13";"632";"345";"287";"212";"45";"167";"32";"11";"21";"0168"
"Losser";"2006";"75 tot 80 jaar";"679";"271";"408";"37";"20";"17";"344";"196";"148";"279";"46";"233";"19";"9";"10";"0168"
"Losser";"2006";"80 tot 85 jaar";"446";"168";"278";"29";"11";"18";"187";"118";"69";"226";"39";"187";"4";"-";"4";"0168"
"Losser";"2006";"85 tot 90 jaar";"210";"64";"146";"8";"3";"5";"56";"38";"18";"143";"22";"121";"3";"1";"2";"0168"
"Losser";"2006";"90 tot 95 jaar";"63";"11";"52";"4";"-";"4";"5";"3";"2";"53";"8";"45";"1";"-";"1";"0168"
"Losser";"2006";"95 jaar of ouder";"18";"3";"15";"-";"-";"-";"-";"-";"-";"18";"3";"15";"-";"-";"-";"0168"
"Maarssen";"2006";"Totaal leeftijden";"39563";"19419";"20144";"17319";"9082";"8237";"17992";"8979";"9013";"1684";"324";"1360";"2568";"1034";"1534";"0333"
"Maarssen";"2006";"Jonger dan 5 jaar";"2240";"1164";"1076";"2240";"1164";"1076";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0333"
"Maarssen";"2006";"5 tot 10 jaar";"2346";"1175";"1171";"2346";"1175";"1171";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0333"
"Maarssen";"2006";"10 tot 15 jaar";"2648";"1369";"1279";"2648";"1369";"1279";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0333"
"Maarssen";"2006";"15 tot 20 jaar";"2702";"1392";"1310";"2698";"1391";"1307";"4";"1";"3";"-";"-";"-";"-";"-";"-";"0333"
"Maarssen";"2006";"20 tot 25 jaar";"2061";"1079";"982";"1970";"1057";"913";"91";"22";"69";"-";"-";"-";"-";"-";"-";"0333"
"Maarssen";"2006";"25 tot 30 jaar";"2051";"990";"1061";"1522";"815";"707";"507";"168";"339";"-";"-";"-";"22";"7";"15";"0333"
"Maarssen";"2006";"30 tot 35 jaar";"2504";"1234";"1270";"1152";"666";"486";"1246";"540";"706";"6";"1";"5";"100";"27";"73";"0333"
"Maarssen";"2006";"35 tot 40 jaar";"3143";"1502";"1641";"947";"535";"412";"1935";"877";"1058";"4";"-";"4";"257";"90";"167";"0333"
"Maarssen";"2006";"40 tot 45 jaar";"3427";"1657";"1770";"615";"332";"283";"2389";"1144";"1245";"24";"4";"20";"399";"177";"222";"0333"
"Maarssen";"2006";"45 tot 50 jaar";"3464";"1669";"1795";"389";"215";"174";"2632";"1282";"1350";"34";"8";"26";"409";"164";"245";"0333"
"Maarssen";"2006";"50 tot 55 jaar";"3310";"1646";"1664";"295";"161";"134";"2505";"1276";"1229";"73";"20";"53";"437";"189";"248";"0333"
"Maarssen";"2006";"55 tot 60 jaar";"3233";"1637";"1596";"211";"105";"106";"2506";"1329";"1177";"121";"34";"87";"395";"169";"226";"0333"
"Maarssen";"2006";"60 tot 65 jaar";"1981";"965";"1016";"75";"31";"44";"1540";"830";"710";"152";"30";"122";"214";"74";"140";"0333"
"Maarssen";"2006";"65 tot 70 jaar";"1459";"721";"738";"62";"29";"33";"1062";"594";"468";"167";"29";"138";"168";"69";"99";"0333"
"Maarssen";"2006";"70 tot 75 jaar";"1090";"505";"585";"60";"18";"42";"757";"419";"338";"207";"36";"171";"66";"32";"34";"0333"
"Maarssen";"2006";"75 tot 80 jaar";"914";"400";"514";"31";"9";"22";"517";"310";"207";"317";"57";"260";"49";"24";"25";"0333"
"Maarssen";"2006";"80 tot 85 jaar";"577";"213";"364";"31";"6";"25";"228";"141";"87";"285";"57";"228";"33";"9";"24";"0333"
"Maarssen";"2006";"85 tot 90 jaar";"288";"80";"208";"16";"2";"14";"63";"38";"25";"193";"37";"156";"16";"3";"13";"0333"
"Maarssen";"2006";"90 tot 95 jaar";"107";"17";"90";"11";"2";"9";"9";"7";"2";"85";"8";"77";"2";"-";"2";"0333"
"Maarssen";"2006";"95 jaar of ouder";"18";"4";"14";"-";"-";"-";"1";"1";"-";"16";"3";"13";"1";"-";"1";"0333"
"Maasbracht";"2006";"Totaal leeftijden";"13624";"6801";"6823";"5288";"2928";"2360";"6695";"3352";"3343";"909";"190";"719";"732";"331";"401";"0933"
"Maasbracht";"2006";"Jonger dan 5 jaar";"655";"327";"328";"655";"327";"328";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0933"
"Maasbracht";"2006";"5 tot 10 jaar";"753";"388";"365";"753";"388";"365";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0933"
"Maasbracht";"2006";"10 tot 15 jaar";"801";"426";"375";"801";"426";"375";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0933"
"Maasbracht";"2006";"15 tot 20 jaar";"814";"434";"380";"813";"434";"379";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0933"
"Maasbracht";"2006";"20 tot 25 jaar";"601";"304";"297";"581";"296";"285";"19";"7";"12";"-";"-";"-";"1";"1";"-";"0933"
"Maasbracht";"2006";"25 tot 30 jaar";"584";"301";"283";"440";"257";"183";"136";"41";"95";"-";"-";"-";"8";"3";"5";"0933"
"Maasbracht";"2006";"30 tot 35 jaar";"712";"358";"354";"319";"197";"122";"366";"151";"215";"-";"-";"-";"27";"10";"17";"0933"
"Maasbracht";"2006";"35 tot 40 jaar";"1025";"513";"512";"293";"192";"101";"649";"290";"359";"3";"1";"2";"80";"30";"50";"0933"
"Maasbracht";"2006";"40 tot 45 jaar";"1154";"590";"564";"190";"124";"66";"840";"417";"423";"10";"4";"6";"114";"45";"69";"0933"
"Maasbracht";"2006";"45 tot 50 jaar";"1139";"572";"567";"131";"88";"43";"869";"420";"449";"13";"5";"8";"126";"59";"67";"0933"
"Maasbracht";"2006";"50 tot 55 jaar";"1095";"561";"534";"95";"68";"27";"856";"430";"426";"25";"7";"18";"119";"56";"63";"0933"
"Maasbracht";"2006";"55 tot 60 jaar";"1072";"568";"504";"63";"48";"15";"864";"453";"411";"44";"17";"27";"101";"50";"51";"0933"
"Maasbracht";"2006";"60 tot 65 jaar";"853";"434";"419";"34";"24";"10";"679";"358";"321";"67";"16";"51";"73";"36";"37";"0933"
"Maasbracht";"2006";"65 tot 70 jaar";"714";"346";"368";"38";"25";"13";"539";"285";"254";"105";"21";"84";"32";"15";"17";"0933"
"Maasbracht";"2006";"70 tot 75 jaar";"631";"283";"348";"24";"16";"8";"444";"231";"213";"137";"22";"115";"26";"14";"12";"0933"
"Maasbracht";"2006";"75 tot 80 jaar";"488";"222";"266";"26";"11";"15";"265";"158";"107";"185";"46";"139";"12";"7";"5";"0933"
"Maasbracht";"2006";"80 tot 85 jaar";"348";"131";"217";"18";"5";"13";"133";"89";"44";"188";"33";"155";"9";"4";"5";"0933"
"Maasbracht";"2006";"85 tot 90 jaar";"136";"31";"105";"11";"1";"10";"31";"18";"13";"92";"11";"81";"2";"1";"1";"0933"
"Maasbracht";"2006";"90 tot 95 jaar";"37";"10";"27";"3";"1";"2";"4";"4";"-";"29";"5";"24";"1";"-";"1";"0933"
"Maasbracht";"2006";"95 jaar of ouder";"12";"2";"10";"-";"-";"-";"-";"-";"-";"11";"2";"9";"1";"-";"1";"0933"
"Maasbree";"2006";"Totaal leeftijden";"12849";"6527";"6322";"5384";"2967";"2417";"6488";"3242";"3246";"561";"129";"432";"416";"189";"227";"0934"
"Maasbree";"2006";"Jonger dan 5 jaar";"703";"369";"334";"703";"369";"334";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0934"
"Maasbree";"2006";"5 tot 10 jaar";"821";"400";"421";"821";"400";"421";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0934"
"Maasbree";"2006";"10 tot 15 jaar";"917";"461";"456";"917";"461";"456";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0934"
"Maasbree";"2006";"15 tot 20 jaar";"858";"456";"402";"858";"456";"402";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0934"
"Maasbree";"2006";"20 tot 25 jaar";"624";"329";"295";"611";"328";"283";"12";"1";"11";"-";"-";"-";"1";"-";"1";"0934"
"Maasbree";"2006";"25 tot 30 jaar";"676";"352";"324";"514";"309";"205";"160";"42";"118";"-";"-";"-";"2";"1";"1";"0934"
"Maasbree";"2006";"30 tot 35 jaar";"792";"404";"388";"325";"210";"115";"443";"185";"258";"3";"1";"2";"21";"8";"13";"0934"
"Maasbree";"2006";"35 tot 40 jaar";"979";"518";"461";"196";"132";"64";"739";"365";"374";"3";"1";"2";"41";"20";"21";"0934"
"Maasbree";"2006";"40 tot 45 jaar";"1115";"557";"558";"145";"100";"45";"902";"429";"473";"6";"1";"5";"62";"27";"35";"0934"
"Maasbree";"2006";"45 tot 50 jaar";"1023";"553";"470";"99";"71";"28";"841";"439";"402";"11";"7";"4";"72";"36";"36";"0934"
"Maasbree";"2006";"50 tot 55 jaar";"1007";"514";"493";"52";"42";"10";"860";"428";"432";"22";"7";"15";"73";"37";"36";"0934"
"Maasbree";"2006";"55 tot 60 jaar";"1063";"541";"522";"36";"26";"10";"920";"478";"442";"51";"13";"38";"56";"24";"32";"0934"
"Maasbree";"2006";"60 tot 65 jaar";"733";"388";"345";"20";"15";"5";"624";"342";"282";"47";"13";"34";"42";"18";"24";"0934"
"Maasbree";"2006";"65 tot 70 jaar";"534";"255";"279";"24";"19";"5";"432";"212";"220";"60";"15";"45";"18";"9";"9";"0934"
"Maasbree";"2006";"70 tot 75 jaar";"436";"213";"223";"20";"11";"9";"307";"169";"138";"92";"28";"64";"17";"5";"12";"0934"
"Maasbree";"2006";"75 tot 80 jaar";"281";"118";"163";"15";"7";"8";"159";"91";"68";"102";"17";"85";"5";"3";"2";"0934"
"Maasbree";"2006";"80 tot 85 jaar";"183";"70";"113";"12";"8";"4";"67";"44";"23";"98";"17";"81";"6";"1";"5";"0934"
"Maasbree";"2006";"85 tot 90 jaar";"75";"19";"56";"11";"3";"8";"17";"12";"5";"47";"4";"43";"-";"-";"-";"0934"
"Maasbree";"2006";"90 tot 95 jaar";"28";"9";"19";"5";"-";"5";"5";"5";"-";"18";"4";"14";"-";"-";"-";"0934"
"Maasbree";"2006";"95 jaar of ouder";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"0934"
"Maasdonk";"2006";"Totaal leeftijden";"11283";"5651";"5632";"4844";"2578";"2266";"5588";"2794";"2794";"521";"109";"412";"330";"170";"160";"1671"
"Maasdonk";"2006";"Jonger dan 5 jaar";"671";"340";"331";"671";"340";"331";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1671"
"Maasdonk";"2006";"5 tot 10 jaar";"824";"418";"406";"824";"418";"406";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1671"
"Maasdonk";"2006";"10 tot 15 jaar";"866";"452";"414";"866";"452";"414";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1671"
"Maasdonk";"2006";"15 tot 20 jaar";"759";"378";"381";"759";"378";"381";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1671"
"Maasdonk";"2006";"20 tot 25 jaar";"546";"291";"255";"532";"291";"241";"13";"-";"13";"-";"-";"-";"1";"-";"1";"1671"
"Maasdonk";"2006";"25 tot 30 jaar";"465";"248";"217";"347";"221";"126";"114";"27";"87";"-";"-";"-";"4";"-";"4";"1671"
"Maasdonk";"2006";"30 tot 35 jaar";"642";"330";"312";"215";"146";"69";"417";"181";"236";"1";"-";"1";"9";"3";"6";"1671"
"Maasdonk";"2006";"35 tot 40 jaar";"890";"448";"442";"146";"97";"49";"702";"331";"371";"5";"2";"3";"37";"18";"19";"1671"
"Maasdonk";"2006";"40 tot 45 jaar";"1023";"528";"495";"132";"90";"42";"837";"413";"424";"7";"3";"4";"47";"22";"25";"1671"
"Maasdonk";"2006";"45 tot 50 jaar";"958";"497";"461";"90";"61";"29";"788";"393";"395";"15";"4";"11";"65";"39";"26";"1671"
"Maasdonk";"2006";"50 tot 55 jaar";"815";"436";"379";"30";"23";"7";"719";"379";"340";"20";"4";"16";"46";"30";"16";"1671"
"Maasdonk";"2006";"55 tot 60 jaar";"739";"392";"347";"24";"18";"6";"632";"337";"295";"25";"7";"18";"58";"30";"28";"1671"
"Maasdonk";"2006";"60 tot 65 jaar";"542";"270";"272";"16";"11";"5";"445";"232";"213";"55";"12";"43";"26";"15";"11";"1671"
"Maasdonk";"2006";"65 tot 70 jaar";"504";"246";"258";"22";"12";"10";"405";"216";"189";"57";"12";"45";"20";"6";"14";"1671"
"Maasdonk";"2006";"70 tot 75 jaar";"412";"182";"230";"25";"10";"15";"275";"146";"129";"102";"20";"82";"10";"6";"4";"1671"
"Maasdonk";"2006";"75 tot 80 jaar";"296";"113";"183";"30";"7";"23";"155";"82";"73";"104";"23";"81";"7";"1";"6";"1671"
"Maasdonk";"2006";"80 tot 85 jaar";"177";"57";"120";"41";"3";"38";"68";"46";"22";"68";"8";"60";"-";"-";"-";"1671"
"Maasdonk";"2006";"85 tot 90 jaar";"99";"18";"81";"42";"-";"42";"18";"11";"7";"39";"7";"32";"-";"-";"-";"1671"
"Maasdonk";"2006";"90 tot 95 jaar";"44";"7";"37";"26";"-";"26";"-";"-";"-";"18";"7";"11";"-";"-";"-";"1671"
"Maasdonk";"2006";"95 jaar of ouder";"11";"-";"11";"6";"-";"6";"-";"-";"-";"5";"-";"5";"-";"-";"-";"1671"
"Maasdriel";"2006";"Totaal leeftijden";"23565";"11866";"11699";"10001";"5473";"4528";"11311";"5662";"5649";"1296";"257";"1039";"957";"474";"483";"0263"
"Maasdriel";"2006";"Jonger dan 5 jaar";"1524";"815";"709";"1524";"815";"709";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0263"
"Maasdriel";"2006";"5 tot 10 jaar";"1553";"789";"764";"1553";"789";"764";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0263"
"Maasdriel";"2006";"10 tot 15 jaar";"1523";"775";"748";"1523";"775";"748";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0263"
"Maasdriel";"2006";"15 tot 20 jaar";"1431";"731";"700";"1431";"731";"700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0263"
"Maasdriel";"2006";"20 tot 25 jaar";"1213";"649";"564";"1149";"641";"508";"64";"8";"56";"-";"-";"-";"-";"-";"-";"0263"
"Maasdriel";"2006";"25 tot 30 jaar";"1188";"623";"565";"879";"510";"369";"303";"112";"191";"-";"-";"-";"6";"1";"5";"0263"
"Maasdriel";"2006";"30 tot 35 jaar";"1500";"716";"784";"588";"348";"240";"853";"344";"509";"5";"1";"4";"54";"23";"31";"0263"
"Maasdriel";"2006";"35 tot 40 jaar";"1959";"981";"978";"449";"276";"173";"1404";"663";"741";"6";"1";"5";"100";"41";"59";"0263"
"Maasdriel";"2006";"40 tot 45 jaar";"2025";"1055";"970";"304";"204";"100";"1559";"770";"789";"16";"5";"11";"146";"76";"70";"0263"
"Maasdriel";"2006";"45 tot 50 jaar";"1961";"1029";"932";"200";"134";"66";"1575";"804";"771";"28";"9";"19";"158";"82";"76";"0263"
"Maasdriel";"2006";"50 tot 55 jaar";"1733";"902";"831";"115";"79";"36";"1433";"736";"697";"40";"13";"27";"145";"74";"71";"0263"
"Maasdriel";"2006";"55 tot 60 jaar";"1712";"880";"832";"80";"56";"24";"1379";"704";"675";"92";"26";"66";"161";"94";"67";"0263"
"Maasdriel";"2006";"60 tot 65 jaar";"1213";"615";"598";"44";"32";"12";"985";"524";"461";"107";"23";"84";"77";"36";"41";"0263"
"Maasdriel";"2006";"65 tot 70 jaar";"923";"471";"452";"45";"31";"14";"707";"394";"313";"128";"28";"100";"43";"18";"25";"0263"
"Maasdriel";"2006";"70 tot 75 jaar";"755";"338";"417";"40";"19";"21";"518";"282";"236";"169";"23";"146";"28";"14";"14";"0263"
"Maasdriel";"2006";"75 tot 80 jaar";"610";"256";"354";"36";"20";"16";"317";"178";"139";"232";"44";"188";"25";"14";"11";"0263"
"Maasdriel";"2006";"80 tot 85 jaar";"444";"158";"286";"22";"9";"13";"163";"106";"57";"251";"42";"209";"8";"1";"7";"0263"
"Maasdriel";"2006";"85 tot 90 jaar";"208";"59";"149";"12";"3";"9";"46";"33";"13";"146";"23";"123";"4";"-";"4";"0263"
"Maasdriel";"2006";"90 tot 95 jaar";"76";"19";"57";"5";"-";"5";"5";"4";"1";"64";"15";"49";"2";"-";"2";"0263"
"Maasdriel";"2006";"95 jaar of ouder";"14";"5";"9";"2";"1";"1";"-";"-";"-";"12";"4";"8";"-";"-";"-";"0263"
"Maassluis";"2006";"Totaal leeftijden";"31956";"15729";"16227";"13123";"7078";"6045";"15094";"7550";"7544";"1768";"299";"1469";"1971";"802";"1169";"0556"
"Maassluis";"2006";"Jonger dan 5 jaar";"1798";"900";"898";"1798";"900";"898";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0556"
"Maassluis";"2006";"5 tot 10 jaar";"1884";"943";"941";"1884";"943";"941";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0556"
"Maassluis";"2006";"10 tot 15 jaar";"1893";"963";"930";"1893";"963";"930";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0556"
"Maassluis";"2006";"15 tot 20 jaar";"1910";"1013";"897";"1907";"1013";"894";"2";"-";"2";"-";"-";"-";"1";"-";"1";"0556"
"Maassluis";"2006";"20 tot 25 jaar";"1777";"919";"858";"1632";"886";"746";"134";"31";"103";"1";"1";"-";"10";"1";"9";"0556"
"Maassluis";"2006";"25 tot 30 jaar";"1827";"915";"912";"1217";"704";"513";"577";"200";"377";"2";"-";"2";"31";"11";"20";"0556"
"Maassluis";"2006";"30 tot 35 jaar";"2050";"1005";"1045";"826";"486";"340";"1119";"479";"640";"1";"-";"1";"104";"40";"64";"0556"
"Maassluis";"2006";"35 tot 40 jaar";"2461";"1268";"1193";"634";"396";"238";"1606";"789";"817";"9";"1";"8";"212";"82";"130";"0556"
"Maassluis";"2006";"40 tot 45 jaar";"2317";"1204";"1113";"429";"273";"156";"1604";"818";"786";"14";"4";"10";"270";"109";"161";"0556"
