"Bevolking op 1 januari; leeftijd, geboorteland en regio"
"";"Perioden";"2006";"2006";"2006";"2006"
"";"Onderwerpen";"Mannen";"Mannen";"Vrouwen";"Vrouwen"
"";"Geboorteland";"Totaal buitenland";"Nederland";"Totaal buitenland";"Nederland"
"Regio's";"Leeftijd";"aantal";"aantal";"aantal";"aantal"
"Boskoop";"45 tot 65 jaar";"117";"1923";"138";"1807"
"Boskoop";"65 jaar of ouder";"41";"826";"38";"1049"
"Boxmeer";"0 tot 15 jaar";"52";"2790";"83";"2736"
"Boxmeer";"15 tot 30 jaar";"153";"2059";"163";"1961"
"Boxmeer";"30 tot 45 jaar";"212";"3068";"236";"2959"
"Boxmeer";"45 tot 65 jaar";"202";"4132";"260";"3788"
"Boxmeer";"65 jaar of ouder";"58";"1673";"94";"2271"
"Boxtel";"0 tot 15 jaar";"66";"2716";"61";"2603"
"Boxtel";"15 tot 30 jaar";"197";"2536";"221";"2345"
"Boxtel";"30 tot 45 jaar";"277";"2915";"323";"2845"
"Boxtel";"45 tot 65 jaar";"306";"4042";"288";"3891"
"Boxtel";"65 jaar of ouder";"75";"1643";"94";"2232"
"Breda";"0 tot 15 jaar";"503";"14485";"495";"14120"
"Breda";"15 tot 30 jaar";"2024";"13815";"2324";"15223"
"Breda";"30 tot 45 jaar";"2865";"17029";"2880";"16414"
"Breda";"45 tot 65 jaar";"2352";"18785";"2412";"18649"
"Breda";"65 jaar of ouder";"838";"9656";"1219";"13621"
"Breukelen";"0 tot 15 jaar";"32";"1494";"37";"1407"
"Breukelen";"15 tot 30 jaar";"86";"1084";"87";"958"
"Breukelen";"30 tot 45 jaar";"118";"1520";"130";"1575"
"Breukelen";"45 tot 65 jaar";"96";"1810";"146";"1783"
"Breukelen";"65 jaar of ouder";"54";"883";"67";"1204"
"Brielle";"0 tot 15 jaar";"26";"1402";"26";"1361"
"Brielle";"15 tot 30 jaar";"69";"1123";"81";"1043"
"Brielle";"30 tot 45 jaar";"111";"1748";"152";"1756"
"Brielle";"45 tot 65 jaar";"151";"2275";"146";"2258"
"Brielle";"65 jaar of ouder";"56";"949";"68";"1189"
"Bronckhorst";"0 tot 15 jaar";"53";"3462";"86";"3477"
"Bronckhorst";"15 tot 30 jaar";"93";"2478";"82";"2214"
"Bronckhorst";"30 tot 45 jaar";"106";"3955";"154";"3793"
"Bronckhorst";"45 tot 65 jaar";"132";"5580";"152";"5285"
"Bronckhorst";"65 jaar of ouder";"46";"2825";"92";"3635"
"Brummen";"0 tot 15 jaar";"22";"1973";"37";"1913"
"Brummen";"15 tot 30 jaar";"77";"1584";"88";"1359"
"Brummen";"30 tot 45 jaar";"154";"2181";"187";"2103"
"Brummen";"45 tot 65 jaar";"167";"2871";"159";"2922"
"Brummen";"65 jaar of ouder";"91";"1501";"98";"1898"
"Brunssum";"0 tot 15 jaar";"62";"2244";"54";"2148"
"Brunssum";"15 tot 30 jaar";"137";"2202";"166";"2070"
"Brunssum";"30 tot 45 jaar";"295";"2949";"374";"2923"
"Brunssum";"45 tot 65 jaar";"385";"3922";"344";"3931"
"Brunssum";"65 jaar of ouder";"199";"1993";"297";"2928"
"Bunnik";"0 tot 15 jaar";"27";"1438";"38";"1305"
"Bunnik";"15 tot 30 jaar";"50";"933";"52";"865"
